Matricula,Oferta Educativa,Grado,Grupo,Genero,Estado Nacimiento,Municipio Nacimiento,Estado,Municipio,Estatus,Promedio Final,Promedio Cuatrimestre Anterior,Bachillerato de Procedencia,Bachillerato (Estado),Bachillerato (Municipio),Promedio Bachillerato
1724110565,Industrial,sexto ,61,Hombre,PUEBLA,FRANCISCO Z. MENA,PUEBLA,FRANCISCO Z. MENA,Regular,8.9,8.53,BACHILLERATO GENERAL,Puebla,Francisco Z. Mena,9.3
1724110571,Industrial,sexto ,61,Mujer,HIDALGO,METEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,HUAYACOCOTLA,Regular,9.28,9.29,Universidad Tecnologíca de Tulancingo,Hidalgo,Tulancingo de Bravo,9.1
1724110598,Industrial,sexto ,61,Mujer,PUEBLA,JOPALA,PUEBLA,JOPALA,Regular,9.22,9.36,Emsad tlaolantongo,Puebla,Jopala,9.0
1724110087,Industrial,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.6,8.68,Universidad Tecnologica De Tulancingo,Hidalgo,Tulancingo de Bravo,7.6
1725210001,Industrial,sexto ,61,Hombre,HIDALGO,CUAUTEPEC DE HINOJOSA,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,7.76,9.39,"Colegio de Bachilleres del estado de Hidalgo, plantel Cuautepec",Hidalgo,Cuautepec de Hinojosa,9.4
1724110689,Industrial,sexto ,61,Hombre,HIDALGO,METEPEC,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.12,9.23,Escuela preparatoria no. 2,Hidalgo,Tulancingo de Bravo,8.33
1724110669,Industrial,sexto ,61,Mujer,PUEBLA,CHIGNAHUAPAN,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.61,9.65,Centro de Bachillerato Tecnológico Industrial y de Servicios No.86,Puebla,Huauchinango,9.8
1724110444,Industrial,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.76,8.56,CECyTE Tulancingo,Hidalgo,Tulancingo de Bravo,7.6
1724110738,Industrial,sexto ,61,Mujer,BAJA CALIFORNIA,TIJUANA,HIDALGO,TULANCINGO DE BRAVO,Regular,9.44,9.31,Colegio Kaysen,Hidalgo,Tulancingo de Bravo,8.9
1724110028,Industrial,sexto ,61,Mujer,MÉXICO,TLALNEPANTLA DE BAZ,HIDALGO,HUEHUETLA,Regular,9.18,9.04,Centro de estudios de bachillerato 6/7 “Gabino Barreda”,Hidalgo,Huehuetla,8.9
1724110546,Industrial,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.23,9.35,Preparatoria No. 2 UAEH,Hidalgo,Tulancingo de Bravo,8.33
1724110515,Industrial,sexto ,61,Mujer,PUEBLA,TLACUILOTEPEC,PUEBLA,TLACUILOTEPEC,Regular,9.32,9.42,José Vasconcelos,Puebla,Pahuatlán,9.1
1724110163,Industrial,sexto ,61,Mujer,HIDALGO,IXMIQUILPAN,HIDALGO,IXMIQUILPAN,Regular,9.22,9.31,cecyte ixmiquilpan hidalgo,Hidalgo,Ixmiquilpan,8.5
1724110649,Industrial,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.25,9.3,Colegio nacional de educación profesional técnica,Hidalgo,Tulancingo de Bravo,9.6
1724110704,Industrial,sexto ,61,Hombre,HIDALGO,ACAXOCHITLÁN,HIDALGO,ACAXOCHITLÁN,Regular,8.75,8.83,Colegio de estudios cientificos del estado de hidalgo,Hidalgo,Acaxochitlán,8.0
1724110754,Industrial,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.0,9.11,Preparatoria número 2,Hidalgo,Tulancingo de Bravo,8.4
1724110646,Industrial,sexto ,61,Hombre,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,8.91,9.06,Utec Tulancingo,Hidalgo,Santiago Tulantepec de Lugo Guerrero,9.3
1724110559,Industrial,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,PUEBLA,HONEY,Regular,9.14,9.06,Jaime nuno,Puebla,Honey,8.3
1724110562,Industrial,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.83,8.78,cecyteh,Hidalgo,Tulancingo de Bravo,8.49
1724110770,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,PUEBLA,XICOTEPEC,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.16,8.77,Manuel Ávila Camacho,Puebla,Xicotepec,8.6
1724110277,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.6,9.84,"Centro de Bachillerato Tecnológico Industrial y de Servicios No. 179  ""David Mariano Uribe Pevedilla""",Hidalgo,Tulancingo de Bravo,8.9
1724110171,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,LOLOTLA,Regular,9.42,9.44,CEMSaD Lolotla,Hidalgo,Lolotla,9.2
1724110414,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.63,9.71,PREPARATORIA NUMERO 2 UAEH,Hidalgo,Tulancingo de Bravo,8.86
1724110820,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Abandono,9.34,9.08,COBAEH Cuautepec,Hidalgo,Cuautepec de Hinojosa,7.8
1724110788,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.07,8.92,Centro de Bachillerato Tecnológico Industrial y de Servicios No. 179,Hidalgo,Tulancingo de Bravo,7.3
1724110725,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.41,9.46,Centro de Bachillerato Tecnologico Industrial y de Servicios No.179,Hidalgo,Tulancingo de Bravo,8.0
1724110664,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.64,9.72,Centro de Bachillerato Tecnológico Industrial y de Servicios No. 179,Hidalgo,Tulancingo de Bravo,8.9
1724110114,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,MÉXICO,ACOLMAN,HIDALGO,TULANCINGO DE BRAVO,Regular,9.19,8.92,colegio de bachilleres del estado de hidalgo,Hidalgo,Tulancingo de Bravo,8.5
1724110377,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.35,9.19,Preparatoria Jorge Berganza y de la Torre,Hidalgo,Tulancingo de Bravo,9.4
1724110734,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,TAMAULIPAS,TAMPICO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Abandono,9.02,9.23,colegio kaysen,Hidalgo,Tulancingo de Bravo,8.8
1724110537,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,PACHUCA DE SOTO,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,8.76,8.63,Colegio KAYSEN,Hidalgo,Tulancingo de Bravo,7.8
1724110022,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,MÉXICO,SAN MARTÍN DE LAS PIRÁMIDES,MÉXICO,AXAPUSCO,Regular,9.55,9.55,Instituto de educación avanzada,México,Teotihuacán,8.4
1724110695,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SINGUILUCAN,Abandono,9.24,9.26,CECYTEH Singuilucan,Hidalgo,Singuilucan,9.1
1724110158,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.54,9.63,Preparatoria numero dos,Hidalgo,Tulancingo de Bravo,8.22
1724110115,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,PACHUCA DE SOTO,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.66,9.7,Escuela Preparatoria Número 2 ¨UAEH¨,Hidalgo,Tulancingo de Bravo,9.04
1724110747,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.2,9.16,CBTis 179 David Mariano Uribe Pevedilla,Hidalgo,Tulancingo de Bravo,7.6
1724110683,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.24,8.95,Cbtis 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.4
1724110706,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.43,9.4,Colegio de Bachilleres del Estado de Hidalgo,Hidalgo,Acatlán,9.01
1724110181,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,HUEHUETLA,HIDALGO,HUEHUETLA,Regular,9.28,9.24,"Centro de Estudios de Bachillerato  CEB 6/7 "" Gabino Barreda""",Hidalgo,Huehuetla,9.3
1724110111,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.37,9.31,Preparatoria no.2 UAEH,Hidalgo,Tulancingo de Bravo,8.37
1724110758,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.56,7.95,Universidad Tecnológica de Tulancingo,Hidalgo,Tulancingo de Bravo,6.9
1724110332,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.76,9.83,COBAEH,Hidalgo,Cuautepec de Hinojosa,9.6
1724110038,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,PUEBLA,CHIGNAHUAPAN,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.42,9.42,CECyTE,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.2
1724110648,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,8.36,7.85,Colegio México,Hidalgo,Tulancingo de Bravo,8.5
1724110197,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.46,9.34,Escuela Preparatoria número 2 UAEH,Hidalgo,Tulancingo de Bravo,9.0
1724110535,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,VERACRUZ DE IGNACIO DE LA LLAVE,CERRO AZUL,HIDALGO,TULANCINGO DE BRAVO,Regular,8.47,7.95,Colegio México,Hidalgo,Tulancingo de Bravo,7.9
1724110159,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,METEPEC,Regular,9.3,9.09,Centro de Bachillerato Tecnológico Agropecuario No.126,Hidalgo,Metepec,8.0
1724110684,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,GUANAJUATO,CORTAZAR,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Abandono,9.12,9.18,Colegio de Estudios científicos y tecnológicos del estado de Hidalgo,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.5
1724110178,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,BAJA CALIFORNIA,TIJUANA,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.46,9.48,Escuela preparatoria número 2,Hidalgo,Tulancingo de Bravo,8.4
1724110151,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,METEPEC,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.7,9.76,ESCUELA PREPARATORIA NUMERO 2,Hidalgo,Tulancingo de Bravo,8.67
1724110651,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,CUAUTEPEC DE HINOJOSA,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.02,9.12,Preparatoria numero dos,Hidalgo,Tulancingo de Bravo,7.8
1724110730,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.0,8.94,Universidad Tecnológica de Tulancingo,Hidalgo,Tulancingo de Bravo,7.7
1724110639,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,CUAUTEPEC DE HINOJOSA,Abandono,8.96,8.53,Colegio de Bachilleres del Estado de Hidalgo,Hidalgo,Cuautepec de Hinojosa,9.2
1724110750,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.59,9.31,Escuela Preparatoria Numero 2,Hidalgo,Tulancingo de Bravo,9.18
1724110550,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.58,9.38,Centro Universitario del Oriente de Hidalgo,Hidalgo,Tulancingo de Bravo,9.3
1724110075,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.27,9.0,Colegio Anahuac Tulancingo,Hidalgo,Tulancingo de Bravo,8.6
1724110731,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.26,9.34,Universidad Tecnológica de Tulancingo,Hidalgo,Tulancingo de Bravo,8.0
1724110199,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.56,9.58,Preparatoria No. 2,Hidalgo,Tulancingo de Bravo,8.84
1724110352,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,SINGUILUCAN,HIDALGO,SINGUILUCAN,Regular,9.35,9.2,Preparatoria Federal por Cooperación Albert Einstein,Hidalgo,Singuilucan,9.2
1724110509,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.46,9.34,Conalep Tulancingo,Hidalgo,Tulancingo de Bravo,9.3
1724110034,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.36,9.35,Prepa en línea-SEP,Hidalgo,Tulancingo de Bravo,9.4
1724110674,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Abandono,9.69,9.78,"Colegio de Estudios Científicos y Tecnológicos del Estado de Hidalgo, Plantel Santiago Tulantepec",Hidalgo,Santiago Tulantepec de Lugo Guerrero,9.6
1724110388,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.5,9.41,CECyTE Santiago Tulantepec,Hidalgo,Santiago Tulantepec de Lugo Guerrero,9.2
1724110008,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.09,8.99,El Instituto Tecnológico Barstow,México,Ixtapaluca,9.0
1724110667,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,TLAXCALA,TLAXCALA,MÉXICO,NOPALTEPEC,Abandono,8.74,7.94,Escuela preparatorio oficial número 84,México,Axapusco,8.4
1724110182,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,PUEBLA,HONEY,Regular,9.45,9.27,Bachillerato General Gabriela Mistral,Puebla,Honey,9.6
1724110666,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.42,9.34,Preparatoria Número 2,Hidalgo,Tulancingo de Bravo,8.2
1724110527,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,METEPEC,PUEBLA,HONEY,Regular,9.25,9.08,Bachillerato Digital No.73,Puebla,Honey,8.5
1724110536,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,ACATLÁN,HIDALGO,ACATLÁN,Regular,8.95,8.39,Colegio de bachilleres del estado de Hidalgo,Hidalgo,Acatlán,8.1
1724110258,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.35,9.46,Albert Einstein,Hidalgo,Tulancingo de Bravo,9.0
1724110796,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Abandono,9.46,9.32,Colegio Pedro de Gante,Hidalgo,Tulancingo de Bravo,9.8
1724110285,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.35,9.17,Escuela Preparatoria Número 2 UAEH,Hidalgo,Tulancingo de Bravo,8.7
1724110131,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.47,9.29,Bachillerato Etac,Hidalgo,Tulancingo de Bravo,9.9
1724110784,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.43,9.25,Bachillerato Tecnológico en Artes Byron Gálvez,Hidalgo,Tulancingo de Bravo,9.2
1724110427,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,MÉXICO,TLALNEPANTLA DE BAZ,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.04,8.81,CECYTEH,Hidalgo,Tulancingo de Bravo,8.7
1724110659,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,APAN,TLAXCALA,TLAXCO,Abandono,9.27,9.24,CECYTE 28,Tlaxcala,Tlaxco,9.5
1724110755,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,MÉXICO,CUAUTITLÁN,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.11,9.49,Centro de Estudios Tecnológico Industrial y de Servicio no.37 Francisco Villa,México,Nezahualcóyotl,8.3
1724110136,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.01,9.03,CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD  ( CAED),Hidalgo,Tulancingo de Bravo,8.5
1724110056,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.88,8.53,Etac tulancingo,Hidalgo,Tulancingo de Bravo,8.4
1724110166,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,ACTOPAN,Regular,9.22,9.22,cobaeh plantel actopan,Hidalgo,Actopan,8.0
1724110686,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.58,9.47,Colegio de Bachilleres del Estado de Hidalgo (COBAEH),Hidalgo,Cuautepec de Hinojosa,9.0
1724110728,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,CUAUTEPEC DE HINOJOSA,HIDALGO,CUAUTEPEC DE HINOJOSA,Abandono,9.19,9.31,Colegio de Bachilleres del Estado de Hidalgo,Hidalgo,Cuautepec de Hinojosa,9.0
1724110825,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,ACAXOCHITLÁN,HIDALGO,ACAXOCHITLÁN,Abandono,8.62,8.28,Desconocido,Desconocido,Desconocido,8.6
1724110655,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TEPEAPULCO,HIDALGO,TEPEAPULCO,Abandono,9.42,9.65,Escuela Superior de Ciudad Sahagun,Hidalgo,Tepeapulco,9.0
1724110338,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.26,9.19,Conalep,Hidalgo,Tulancingo de Bravo,9.0
1724110350,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,CIUDAD DE MÉXICO,AZCAPOTZALCO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,8.99,8.39,preparatoria Albert Einstein,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.3
1724110317,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.0,8.92,Cbtis287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.5
1724110042,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,PUEBLA,HONEY,Regular,9.52,9.65,Gabriela Mistral,Puebla,Honey,9.2
1724110215,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,METEPEC,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.28,9.51,Cbtis 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,7.0
1724110644,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,METEPEC,HIDALGO,ACATLÁN,Abandono,9.02,8.97,Conalep tulancingo 205,Hidalgo,Tulancingo de Bravo,8.3
1724110355,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,CIUDAD DE MÉXICO,IZTAPALAPA,HIDALGO,TULANCINGO DE BRAVO,Regular,9.05,8.81,Colegio Nacional de Educación Profesional Técnico Bachiller,Hidalgo,Tulancingo de Bravo,9.6
1724110322,Diseño Digital y Producción Audiovisual,sexto ,61,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.7,9.75,Preparatoria No. 2,Hidalgo,Tulancingo de Bravo,9.1
1724110112,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,HUASCA DE OCAMPO,HIDALGO,HUASCA DE OCAMPO,Regular,9.46,9.34,Colegio Nacional de Educación Profesional Técnica,Hidalgo,Tulancingo de Bravo,9.5
1724110751,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,8.93,8.64,Cecyteh santiago Tulantepec,Hidalgo,Santiago de Anaya,8.7
1724110229,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,PUEBLA,HUAUCHINANGO,HIDALGO,ACAXOCHITLÁN,Regular,9.27,8.81,Telebachillerato Comunitario Los Reyes,Hidalgo,Acaxochitlán,8.12
1724110810,Diseño Digital y Producción Audiovisual,sexto ,61,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,8.74,8.06,CBTIS 179,Hidalgo,Tulancingo de Bravo,8.0
1724110088,Enfermería,sexto ,62,Mujer,HIDALGO,METEPEC,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.41,9.38,Preparatoria numero 2,Hidalgo,Tulancingo de Bravo,8.24
1724110397,Enfermería,sexto ,62,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.36,9.36,COBAEH,Hidalgo,Cuautepec de Hinojosa,8.6
1724110218,Enfermería,sexto ,62,Mujer,HIDALGO,METEPEC,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.64,9.5,Escuela Preparatoria No.2,Hidalgo,Tulancingo de Bravo,9.46
1724110390,Enfermería,sexto ,62,Hombre,CIUDAD DE MÉXICO,IZTAPALAPA,HIDALGO,MINERAL DE LA REFORMA,Regular,8.87,8.91,Escuela Preparatoria Numero 3,Hidalgo,Pachuca de Soto,8.51
1724110279,Enfermería,sexto ,62,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.14,9.29,UAEH PREPA 2,Hidalgo,Tulancingo de Bravo,8.5
1724110438,Enfermería,sexto ,62,Mujer,PUEBLA,CHIGNAHUAPAN,HIDALGO,TULANCINGO DE BRAVO,Regular,9.08,9.1,Preparatoria No.2,Hidalgo,Tulancingo de Bravo,8.12
1724110186,Enfermería,sexto ,62,Mujer,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Regular,9.26,9.37,Colegio de Bachilleres del Estado de Hidalgo plantel Tulancingo,Hidalgo,Tulancingo de Bravo,9.2
1724110180,Enfermería,sexto ,62,Mujer,HIDALGO,ACATLÁN,HIDALGO,ACATLÁN,Regular,9.35,9.38,UTEC,Hidalgo,Tulancingo de Bravo,8.2
1724110128,Enfermería,sexto ,62,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,ACATLÁN,Regular,9.62,9.58,Colegio Nacional de educación Profesional Técnica plantel Tulancingo,Hidalgo,Tulancingo de Bravo,10.0
1724110235,Enfermería,sexto ,62,Mujer,HIDALGO,HUEHUETLA,HIDALGO,HUEHUETLA,Regular,9.39,9.39,COBAEH,Hidalgo,Tulancingo de Bravo,8.7
1724110245,Enfermería,sexto ,62,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.06,9.34,COBAEH PLANTEL CUAUTEPEC,Hidalgo,Cuautepec de Hinojosa,8.9
1724110101,Enfermería,sexto ,62,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.44,9.46,Escuela Preparatoria NO. 2 UAEH,Hidalgo,Tulancingo de Bravo,8.8
1724110007,Enfermería,sexto ,62,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.16,9.34,Universidad Tecnológica De Tulancingo,Hidalgo,Tulancingo de Bravo,8.97
