promedio,asistencia,reprobadas,semestre,ingreso_familiar,beca,trabaja,horas_trabajo,internet_casa,computadora_propia,deserto,probabilidad_desercion,riesgo
8.11,54,5,7,5264,0,0,0,1,1,1,0.60714835,1
6.75,97,1,4,11670,0,1,25,0,1,0,0.43295506,1
6.76,81,3,10,22697,0,0,0,1,0,0,0.64793175,1
6.16,88,3,4,22614,0,0,0,1,0,0,0.6828545,1
6.05,83,3,7,13165,0,1,27,1,1,1,0.8442359,1
5.95,67,0,10,8928,0,0,0,1,1,0,0.533331,1
7.36,68,4,5,2712,1,0,0,1,1,0,0.78196347,1
3.35,72,4,5,12359,0,0,0,0,0,1,0.90580624,1
6.33,45,5,8,2727,0,1,22,1,1,1,0.87401557,1
7.36,50,3,6,20862,0,1,20,1,0,0,0.63455975,1
8.68,67,2,5,14760,0,1,41,1,1,0,0.7222588,1
9.37,61,3,7,10609,0,0,0,0,1,0,0.52707237,1
4.63,69,0,9,3770,0,0,0,0,1,1,0.8759852,1
5.99,81,0,7,17091,0,1,44,0,0,1,0.7702747,1
6.87,100,2,5,16257,0,1,42,0,1,0,0.6613136,1
4.29,93,4,7,8743,0,1,28,1,1,1,0.9139786,1
5.91,63,3,10,8313,0,0,0,0,1,0,0.8602679,1
7.25,61,3,5,30000,0,0,0,0,1,0,0.6380691,1
6.63,80,2,7,3101,0,1,10,0,0,0,0.76210284,1
4.12,71,3,6,30000,0,1,41,1,1,1,0.922919,1
8.18,77,2,7,9584,0,1,30,1,1,1,0.4646132,1
5.6,76,4,4,8380,0,1,10,1,1,0,0.85728496,1
7.07,82,2,5,4184,0,1,41,1,0,1,0.83803743,1
4.37,47,1,5,3357,0,1,32,0,0,1,0.9303596,1
6.91,77,1,9,2618,0,0,0,0,1,0,0.5748168,1
8.4,51,4,6,6420,0,0,0,0,1,0,0.6409051,1
8.51,87,1,5,11890,0,1,29,0,0,0,0.41802776,1
8.43,68,0,8,10861,0,0,0,1,0,0,0.24363479,0
7.84,65,1,4,7286,0,0,0,0,0,0,0.48213434,1
5.63,84,1,5,3561,0,0,0,1,1,0,0.7623243,1
4.82,85,3,7,15056,1,1,20,1,1,1,0.9094893,1
9.25,75,2,5,15656,1,1,23,1,1,0,0.22356987,0
5.05,87,4,7,4159,0,1,18,1,1,1,0.93151504,1
5.59,58,0,7,11069,1,1,40,1,0,1,0.860535,1
8.19,80,3,4,6129,0,1,19,0,1,0,0.52362233,1
7.18,82,0,4,3766,0,1,28,1,0,1,0.6349353,1
9.1,71,4,8,2622,0,1,33,1,1,1,0.7376463,1
6.35,86,4,6,6220,0,0,0,1,0,0,0.83662164,1
8.73,86,3,4,5611,0,0,0,1,0,0,0.48822722,1
10.0,98,2,4,9871,0,1,26,1,0,0,0.15075894,0
6.1,70,1,6,11993,0,0,0,0,1,0,0.64287466,1
6.99,61,1,9,5514,0,0,0,1,0,0,0.6642831,1
6.18,66,2,5,3412,0,1,20,1,0,1,0.83049196,1
6.8,81,1,10,17779,0,0,0,1,1,0,0.38235036,0
6.34,80,0,4,15080,0,1,32,1,0,0,0.48522413,1
8.23,77,2,7,4942,1,1,40,1,1,0,0.71631604,1
8.52,60,3,8,6274,0,0,0,1,0,0,0.5947968,1
7.46,73,0,7,13212,1,1,11,1,0,0,0.39842352,0
8.38,90,1,5,18346,0,1,33,0,1,0,0.45940432,1
5.54,86,4,5,10358,0,1,46,0,0,1,0.92263097,1
7.78,63,2,7,9451,0,0,0,1,1,0,0.5609726,1
6.18,81,1,9,4488,0,1,37,0,0,1,0.7933382,1
8.8,67,4,6,30000,1,1,33,0,1,0,0.7142039,1
7.68,76,3,5,5952,0,0,0,1,1,1,0.6233858,1
4.07,66,1,6,5398,0,1,31,1,1,1,0.90674293,1
7.08,67,2,10,7346,0,1,44,1,1,1,0.7988352,1
5.04,66,2,5,7043,1,0,0,1,0,0,0.82530713,1
6.61,70,1,4,24289,0,1,34,1,1,0,0.58362305,1
8.7,62,1,9,11179,0,1,22,1,0,1,0.3785463,0
10.0,87,4,4,7676,0,1,17,1,0,0,0.3009966,0
7.83,72,4,9,23988,0,1,47,0,0,1,0.77095336,1
7.88,84,1,7,16265,0,1,14,1,1,1,0.26723307,0
7.94,75,3,10,2805,0,1,20,1,1,1,0.5544176,1
6.76,73,1,5,30000,0,1,38,1,1,0,0.5882733,1
4.13,55,1,9,4685,0,1,18,0,0,0,0.91471094,1
8.44,57,2,4,6765,1,0,0,1,1,0,0.58072424,1
7.48,70,3,8,10171,0,1,28,1,1,1,0.78949106,1
7.13,57,0,5,10305,0,1,42,0,0,1,0.691943,1
7.62,83,0,6,10921,1,0,0,0,1,0,0.26907527,0
7.86,68,2,8,2000,0,0,0,1,1,0,0.58199507,1
7.32,61,1,7,10012,0,0,0,1,0,1,0.50819725,1
8.73,71,2,6,17085,0,1,31,1,0,1,0.60959756,1
7.06,79,1,5,14313,0,0,0,0,1,0,0.376999,0
8.93,71,2,8,4960,0,1,16,1,1,0,0.56047064,1
6.61,100,1,6,5071,0,1,24,1,1,1,0.62206423,1
6.53,90,1,5,22387,0,1,54,1,1,1,0.64723516,1
5.45,74,2,6,5307,1,0,0,1,1,0,0.8661134,1
5.83,65,1,8,2000,1,0,0,1,0,1,0.81086135,1
3.19,55,2,4,13679,0,1,29,1,1,0,0.9011252,1
5.15,81,1,5,16848,0,0,0,1,0,0,0.60236824,1
6.7,88,0,8,21617,0,1,32,1,0,0,0.45462623,1
8.56,72,2,7,5436,0,0,0,1,1,0,0.5351951,1
5.74,64,3,6,12940,0,1,31,0,0,1,0.9296695,1
6.57,73,2,4,5116,0,0,0,1,0,1,0.8199874,1
6.83,64,0,4,19077,1,1,24,1,1,1,0.3731357,0
7.02,73,2,6,5001,0,0,0,1,1,1,0.74948657,1
4.04,81,2,8,13913,0,0,0,1,0,1,0.8001321,1
6.26,71,0,5,16810,1,1,28,0,0,0,0.55576557,1
10.0,81,1,9,9031,1,1,39,1,0,1,0.25186107,0
8.61,87,1,7,22619,0,1,52,1,1,0,0.4691544,1
6.07,60,0,6,12541,0,1,25,1,0,0,0.67447406,1
7.41,61,2,8,8838,1,1,47,1,1,1,0.7869318,1
8.65,75,2,5,6632,0,0,0,1,1,0,0.42807347,1
6.78,40,4,9,15340,0,1,26,1,1,0,0.7820092,1
8.06,88,5,6,7886,0,1,19,1,1,0,0.4317816,1
7.35,69,1,4,15910,0,1,38,0,1,1,0.6768289,1
5.83,76,3,10,6958,0,1,35,1,1,1,0.9425614,1
7.23,84,1,6,3198,0,1,46,0,1,1,0.76204115,1
5.28,49,4,9,12534,0,0,0,1,0,0,0.8704126,1
7.01,90,2,4,2585,0,1,26,0,0,0,0.6982221,1
7.63,82,4,5,4273,0,1,30,1,0,1,0.7641363,1
6.26,41,1,6,2068,0,0,0,1,0,0,0.7107388,1
7.86,59,1,9,11652,0,0,0,0,0,0,0.44130543,1
7.49,100,0,4,2000,0,1,29,0,1,0,0.45624936,1
7.18,84,5,7,2642,0,0,0,1,1,1,0.7459244,1
6.38,90,1,8,7526,0,0,0,0,1,0,0.42730024,1
5.84,74,3,6,4036,0,0,0,0,1,0,0.91683185,1
7.35,89,2,6,10906,1,1,29,1,0,1,0.59831506,1
7.34,51,1,10,3567,0,0,0,1,1,0,0.6418458,1
8.65,62,3,7,8719,1,1,40,1,0,1,0.7900051,1
4.29,99,4,8,4234,0,0,0,1,1,1,0.9034879,1
7.56,88,2,7,6217,0,0,0,1,1,0,0.534916,1
6.64,71,1,9,4281,0,1,33,1,1,1,0.7775172,1
6.41,83,5,5,7075,0,1,38,0,1,1,0.84094846,1
5.17,65,3,7,5707,0,1,23,1,0,1,0.9349916,1
10.0,56,1,5,7695,0,1,51,0,1,0,0.43494877,1
8.2,87,0,5,14542,1,1,38,1,1,1,0.3337146,0
7.19,70,1,9,3491,1,1,35,0,0,1,0.8312679,1
7.88,77,1,10,4760,0,0,0,1,0,0,0.4031189,1
4.61,82,6,5,5512,0,1,26,1,0,1,0.93330616,1
6.92,80,3,8,10268,1,1,40,1,1,1,0.84291106,1
7.45,91,2,7,7566,0,1,28,1,1,1,0.5596188,1
7.07,67,1,8,9324,0,1,17,1,1,0,0.48437008,1
4.98,68,4,6,2000,0,0,0,1,0,1,0.91370714,1
6.57,85,1,5,30000,0,1,37,0,0,0,0.62043136,1
9.75,90,0,5,4572,0,0,0,0,1,0,0.115391634,0
8.65,59,2,6,4031,1,0,0,0,1,0,0.6290597,1
7.76,53,4,4,9193,1,1,19,1,0,0,0.6883362,1
8.08,65,3,9,6843,0,0,0,0,0,0,0.661978,1
10.0,77,1,5,3462,0,1,31,1,1,0,0.25687993,0
7.96,78,2,7,14838,1,1,60,1,1,1,0.6845685,1
6.24,59,2,6,8027,0,1,15,1,0,0,0.6968684,1
4.51,78,2,5,10265,1,1,40,0,1,1,0.89775103,1
7.31,97,4,10,21549,1,1,32,0,1,0,0.6584768,1
7.1,43,4,9,21345,0,0,0,0,1,0,0.6374959,1
4.12,78,3,8,4081,0,0,0,0,1,1,0.9114153,1
6.39,77,1,4,11398,1,1,29,1,1,1,0.51525086,1
6.97,69,1,6,9526,0,1,41,0,0,1,0.80494416,1
6.53,82,2,7,7036,0,0,0,1,1,0,0.5905179,1
3.57,86,4,4,14927,0,1,37,1,1,1,0.92729443,1
5.18,57,3,8,11685,0,0,0,1,1,0,0.85955554,1
5.12,76,2,9,20759,0,0,0,0,0,1,0.701755,1
8.98,84,4,10,2000,0,1,32,0,1,1,0.7079693,1
6.74,72,4,6,2993,0,1,26,1,1,1,0.86803627,1
5.32,81,3,4,12365,1,0,0,1,1,0,0.8220283,1
8.04,83,2,5,5806,0,1,33,1,1,0,0.6626984,1
4.26,92,1,9,10297,0,1,36,0,1,1,0.83431995,1
6.31,84,2,4,8567,0,0,0,1,1,0,0.55919623,1
7.84,84,2,7,15034,0,1,44,1,1,1,0.70433414,1
5.5,93,1,7,27901,0,0,0,1,0,0,0.5905179,1
5.44,77,2,6,2420,1,1,34,1,0,1,0.91951704,1
4.32,98,1,8,5408,0,1,38,1,1,1,0.88153106,1
5.68,57,3,4,10388,0,0,0,0,0,0,0.85438263,1
8.21,79,2,7,5068,1,1,22,1,0,0,0.5022376,1
7.55,79,7,6,24296,0,1,31,1,0,1,0.68921155,1
8.54,79,4,9,9170,0,0,0,1,0,0,0.4270552,1
6.04,66,2,6,5119,0,0,0,1,0,1,0.8499264,1
10.0,80,1,5,28093,0,0,0,0,1,0,0.088284455,0
4.3,62,1,5,10353,0,1,29,0,1,1,0.87812996,1
5.41,69,3,6,12506,1,1,30,1,1,0,0.91970265,1
3.44,62,2,4,26163,0,0,0,1,0,0,0.7717911,1
7.68,86,0,9,2732,1,1,18,0,0,1,0.4341593,1
7.36,76,4,7,7865,0,1,44,1,1,1,0.84907013,1
10.0,61,3,5,5736,0,1,45,1,1,0,0.75051403,1
6.2,52,0,7,10028,0,1,30,1,1,0,0.48089537,1
6.3,72,3,10,2000,0,1,60,0,1,1,0.9244678,1
3.0,76,1,7,9073,0,1,27,1,0,1,0.82740366,1
3.3,100,2,6,15767,0,1,33,0,1,1,0.86668074,1
6.99,88,0,8,18352,0,1,40,1,0,0,0.592554,1
5.78,53,1,8,9102,0,1,18,1,1,0,0.75083584,1
7.79,91,3,8,3485,0,1,24,0,1,0,0.57123137,1
5.31,83,1,5,2652,0,1,41,0,1,1,0.90844625,1
7.43,100,3,4,5339,0,0,0,0,0,1,0.66846365,1
7.22,92,2,5,2000,0,1,26,1,0,1,0.669235,1
4.25,94,1,6,11816,0,1,30,0,1,1,0.853665,1
7.93,68,1,9,7365,1,1,28,1,0,1,0.5982121,1
8.74,62,0,4,9896,0,1,38,0,1,0,0.3948861,0
7.1,81,2,9,17082,0,1,40,1,1,1,0.72871387,1
8.18,83,4,4,5589,0,1,26,1,1,0,0.5449304,1
7.96,90,1,5,8091,0,1,32,1,1,1,0.45197123,1
6.56,47,2,6,4149,0,1,12,0,0,1,0.85284656,1
8.04,68,4,10,11762,0,1,26,1,0,1,0.56150734,1
9.87,55,4,10,15536,0,1,32,1,1,0,0.6937393,1
5.28,88,3,4,15310,0,1,42,0,1,1,0.91876316,1
7.59,82,1,5,9855,1,1,24,0,1,1,0.39314756,0
6.33,88,3,6,19495,1,1,25,0,1,0,0.71325356,1
6.94,75,3,5,5470,0,1,15,1,1,0,0.7632362,1
6.38,46,3,10,5510,0,0,0,1,0,1,0.8683396,1
6.37,77,0,7,11706,0,1,22,0,1,1,0.37155834,0
7.16,80,4,5,11781,0,1,52,1,1,1,0.83013576,1
6.1,68,0,7,3006,0,0,0,1,0,0,0.76468784,1
7.49,80,1,7,22545,0,1,55,1,0,1,0.7046595,1
3.69,73,1,9,2241,0,0,0,0,0,1,0.8808153,1
8.33,83,2,9,2000,1,1,27,1,1,1,0.4751967,1
6.03,63,2,6,3542,0,0,0,1,0,1,0.8518723,1
5.94,55,2,8,8066,0,1,26,1,1,1,0.8101769,1
8.72,87,3,10,12440,1,1,34,1,0,0,0.60934824,1
8.23,100,0,7,2750,0,0,0,1,1,0,0.2834424,0
8.02,56,1,8,2225,1,1,38,0,1,1,0.68533766,1
7.98,62,7,6,6924,0,1,18,1,1,1,0.62751275,1
7.39,79,3,6,8252,1,1,25,0,1,1,0.6798302,1
5.47,69,2,5,17436,1,1,28,1,0,1,0.83949393,1
7.96,90,2,4,15550,0,1,40,1,0,1,0.68003035,1
7.67,73,1,5,29144,0,0,0,1,1,0,0.413151,1
8.0,85,4,5,19122,0,0,0,1,1,0,0.3688144,0
6.73,62,2,7,10174,1,1,40,0,0,1,0.8349173,1
6.69,66,7,7,3132,0,0,0,0,1,1,0.8685141,1
5.87,78,3,8,9404,0,0,0,0,1,0,0.81609416,1
9.21,68,6,8,10148,1,1,34,1,1,1,0.6998487,1
5.87,47,3,7,5922,1,1,39,1,1,1,0.93235886,1
7.87,87,1,6,30000,0,1,31,0,0,0,0.50788456,1
6.29,100,2,7,18751,0,1,40,1,0,0,0.69649005,1
5.21,64,4,8,4544,0,0,0,1,1,0,0.9029057,1
6.62,53,3,9,4001,1,0,0,1,1,0,0.8577679,1
4.76,99,3,5,4269,0,0,0,1,0,0,0.88743114,1
6.51,75,2,9,6778,1,1,32,1,1,1,0.83210695,1
6.95,90,2,5,2389,1,1,40,1,0,1,0.8206784,1
5.64,77,2,4,11812,0,1,22,1,1,0,0.7765762,1
6.44,93,3,8,7094,1,1,17,1,1,0,0.74368846,1
7.2,65,0,5,9789,0,1,34,1,0,0,0.5196725,1
6.98,100,4,9,3071,0,1,36,1,1,1,0.7819052,1
5.16,62,4,5,4901,0,0,0,0,0,1,0.9048666,1
7.2,87,0,5,6473,0,1,27,0,1,1,0.5023804,1
5.86,87,5,9,6762,1,1,19,0,1,1,0.9203549,1
5.59,58,3,8,12450,1,1,17,1,1,1,0.8796739,1
6.61,85,1,4,3042,0,0,0,0,1,0,0.6218223,1
6.36,68,1,10,4883,0,0,0,1,1,0,0.6924709,1
8.26,82,2,5,30000,0,1,25,1,0,0,0.3356307,0
7.26,84,1,7,6711,0,1,37,0,1,1,0.6788034,1
6.24,47,4,10,5815,1,0,0,1,0,1,0.8673872,1
10.0,87,2,9,17358,0,1,33,1,1,0,0.311402,0
8.94,58,0,6,23328,0,1,33,0,1,1,0.3891548,0
3.67,86,2,10,4550,0,0,0,1,0,1,0.86768264,1
4.66,92,3,8,30000,0,1,40,1,1,1,0.89783806,1
5.35,64,2,5,4746,0,0,0,1,1,1,0.85036296,1
8.83,50,5,10,5609,0,1,28,0,1,1,0.7720842,1
5.2,82,1,7,9467,0,1,17,1,0,1,0.6621533,1
6.9,89,1,5,2383,0,1,33,1,1,1,0.6957041,1
6.54,65,4,6,7407,0,0,0,1,1,0,0.80961764,1
8.86,70,1,5,7756,0,1,16,1,1,1,0.3781102,0
6.38,78,1,7,9365,0,0,0,1,0,0,0.41612092,1
7.73,92,4,7,14289,1,0,0,0,0,0,0.5722697,1
6.75,62,0,4,11338,0,0,0,1,1,0,0.38955048,0
9.12,69,1,6,7337,0,0,0,0,1,0,0.36523327,0
7.85,69,3,5,9825,1,1,35,0,1,1,0.76704085,1
8.23,57,5,9,7260,1,1,35,0,1,1,0.78467715,1
6.58,66,1,5,2470,1,1,31,1,1,1,0.74243397,1
6.85,77,3,7,5126,1,1,24,0,1,1,0.84141654,1
8.69,79,3,7,13930,0,1,28,0,1,1,0.5771795,1
10.0,97,2,7,7096,0,0,0,1,1,0,0.15573348,0
6.91,86,2,6,14927,1,1,45,1,1,0,0.732811,1
7.86,65,3,5,3924,0,1,43,1,0,1,0.84274477,1
5.51,72,0,4,2624,0,0,0,0,0,0,0.84273213,1
9.5,70,2,5,8770,0,1,17,1,1,0,0.36478227,0
5.34,40,1,9,5673,0,1,46,1,0,1,0.92730254,1
7.8,85,4,5,3676,0,0,0,1,0,1,0.58189857,1
7.81,84,3,7,4919,1,0,0,0,1,0,0.56183916,1
5.89,70,2,5,9910,1,0,0,0,1,0,0.7607507,1
5.26,98,2,4,7748,1,1,40,1,1,1,0.8170222,1
6.9,67,4,6,13052,1,1,25,1,0,1,0.75318265,1
8.65,62,2,10,2679,1,0,0,0,1,0,0.6306358,1
4.89,61,1,6,13925,0,1,37,1,1,1,0.881622,1
6.43,81,3,5,4672,0,1,23,1,1,1,0.85177314,1
3.0,93,4,7,7107,1,1,18,1,1,1,0.90132886,1
6.78,91,3,5,10421,1,1,29,1,1,1,0.7276605,1
5.2,54,4,5,4171,0,1,36,1,0,1,0.9408453,1
6.2,82,2,6,28013,1,1,36,1,1,1,0.6575445,1
7.02,45,3,9,11919,0,1,49,0,1,1,0.87196404,1
5.92,74,6,4,7133,1,1,36,1,1,1,0.9090183,1
8.24,47,2,4,4230,0,1,25,1,0,0,0.64542174,1
8.86,78,1,8,8351,1,0,0,0,1,0,0.2669435,0
8.97,82,1,5,3149,0,0,0,0,0,0,0.37034136,0
6.89,98,1,4,18463,0,1,24,1,1,0,0.38041815,0
6.3,69,4,5,7007,0,1,41,0,0,1,0.93077874,1
8.24,86,3,9,3625,0,1,29,1,1,0,0.6171253,1
8.69,72,2,10,15934,0,0,0,1,1,0,0.39540243,0
6.23,75,2,10,5232,0,0,0,1,1,0,0.76368344,1
6.99,54,1,5,10075,0,1,31,0,0,1,0.693427,1
6.68,50,0,9,15355,0,0,0,1,0,0,0.41083074,1
8.27,100,2,4,30000,0,0,0,0,0,0,0.31715843,0
6.24,61,2,6,10779,0,1,39,1,1,1,0.75956017,1
3.39,71,2,7,20033,0,0,0,1,0,0,0.7786994,1
8.0,75,3,6,7538,1,1,54,1,1,1,0.7623666,1
8.54,69,3,10,2769,0,1,29,1,1,1,0.736401,1
7.4,80,3,8,5158,0,1,47,0,1,1,0.8420643,1
8.41,88,2,6,17244,0,1,54,1,0,0,0.6199188,1
6.98,83,1,8,5710,0,0,0,1,1,0,0.52344567,1
5.07,92,1,8,13122,0,1,22,1,1,0,0.80951333,1
7.65,100,1,4,12155,1,0,0,1,0,0,0.34802794,0
6.32,78,3,5,4449,0,1,10,1,0,1,0.8509053,1
5.08,88,2,5,6885,0,0,0,0,0,0,0.8613098,1
8.8,84,0,10,6703,0,1,29,1,1,0,0.32428887,0
6.97,71,2,9,30000,0,0,0,1,1,0,0.5219662,1
3.0,88,1,5,8647,1,1,43,1,1,1,0.88382083,1
7.96,68,2,10,7195,0,0,0,1,1,0,0.5066722,1
7.14,58,3,4,11743,0,0,0,0,1,1,0.73091996,1
6.27,83,4,5,9232,1,1,24,0,1,0,0.7754199,1
6.37,96,1,5,3614,1,0,0,1,1,0,0.60740215,1
7.86,58,0,6,8907,0,1,35,1,0,1,0.47442478,1
8.09,87,4,9,4033,1,1,40,1,1,1,0.7222597,1
8.16,85,4,8,19197,0,1,39,0,0,0,0.67957336,1
8.9,66,1,4,10640,0,0,0,1,1,0,0.31890967,0
6.06,63,2,5,2356,1,1,40,0,1,1,0.91902405,1
9.65,40,3,8,23813,0,1,50,1,1,1,0.64064574,1
10.0,69,2,5,7285,1,0,0,1,1,0,0.28056154,0
7.31,86,2,9,5615,0,0,0,1,0,0,0.6276458,1
7.85,92,2,7,15029,0,1,21,1,0,0,0.3700559,0
7.94,100,1,8,19226,0,1,29,1,0,0,0.3953943,0
9.13,81,0,8,20632,0,1,23,0,0,0,0.11623386,0
5.07,69,4,7,5723,0,1,48,0,1,1,0.9547692,1
8.86,91,1,5,11765,0,0,0,1,1,0,0.22377773,0
6.26,91,2,9,7371,0,0,0,0,0,1,0.60729086,1
7.19,42,1,7,2728,0,0,0,0,1,0,0.7147651,1
7.8,79,3,8,4613,0,1,31,0,1,1,0.7181659,1
8.14,68,3,4,9496,0,0,0,1,1,0,0.50254923,1
6.84,100,1,5,11056,0,1,15,1,1,0,0.35955155,0
7.87,81,2,7,10815,0,1,36,1,1,1,0.6041093,1
8.97,88,4,9,11095,0,0,0,1,0,1,0.38633886,0
7.55,67,2,6,7171,1,1,31,1,0,1,0.7329197,1
9.19,73,1,8,9917,0,1,36,1,1,0,0.31276193,0
6.75,47,2,4,7362,0,0,0,1,1,0,0.6614074,1
3.99,71,2,4,5321,0,0,0,1,1,0,0.87268466,1
6.91,100,1,8,11513,0,0,0,0,1,1,0.3600879,0
7.02,82,2,10,4489,0,1,36,1,1,1,0.7653067,1
7.01,66,0,5,7013,0,0,0,0,1,0,0.61324286,1
4.58,62,0,5,8314,0,1,49,1,1,1,0.8793407,1
4.92,87,4,5,9402,0,1,21,1,0,1,0.8956369,1
6.34,79,0,7,4779,0,0,0,0,1,0,0.5777569,1
7.07,72,3,6,13723,1,1,20,0,0,1,0.77169096,1
6.68,67,6,6,16457,1,1,37,0,0,1,0.8319969,1
8.97,88,1,8,5615,0,1,32,1,1,0,0.4930895,1
7.88,50,1,4,2000,1,1,37,0,0,0,0.7435685,1
7.48,66,4,9,30000,1,1,40,1,1,1,0.7960299,1
6.67,68,4,8,13997,1,1,22,1,0,1,0.79620767,1
4.63,67,5,10,4053,0,0,0,1,1,1,0.9124648,1
7.63,89,3,9,2345,0,1,25,1,0,0,0.6746356,1
6.59,88,4,8,3642,1,1,52,1,0,1,0.9127402,1
7.63,65,2,5,2504,0,1,15,1,1,1,0.68800044,1
10.0,84,1,8,6579,0,0,0,1,1,0,0.10895151,0
7.06,69,4,7,6151,0,1,22,1,0,1,0.83541703,1
10.0,63,1,5,10451,0,0,0,1,0,0,0.15954919,0
6.16,65,1,9,4570,0,1,42,1,1,1,0.87220687,1
6.13,67,2,6,6092,1,1,16,0,1,1,0.8668987,1
5.46,79,1,10,20618,1,1,31,1,1,1,0.78378195,1
7.29,72,4,8,7431,0,1,38,0,1,1,0.83734226,1
3.76,59,0,9,8920,0,0,0,1,1,1,0.76709986,1
7.45,49,4,9,5072,0,0,0,1,0,1,0.76574653,1
7.76,79,3,7,14058,1,1,25,1,1,0,0.58228236,1
8.26,88,1,9,2652,0,0,0,1,0,0,0.3972823,0
7.62,63,1,7,28603,0,1,18,1,1,0,0.4312737,1
8.29,82,1,6,8500,0,1,18,0,0,1,0.3201223,0
8.17,92,4,10,4459,0,0,0,0,1,1,0.50648755,1
7.17,67,7,8,19179,1,0,0,1,1,0,0.6014994,1
7.54,90,2,8,4787,0,1,41,1,1,1,0.7476601,1
6.28,69,1,10,8970,0,0,0,1,1,0,0.5141505,1
6.76,71,2,7,8784,0,0,0,1,1,0,0.63274914,1
9.41,60,2,4,8406,1,1,28,0,0,0,0.58548534,1
5.23,65,2,7,9436,0,1,25,1,1,0,0.8228618,1
8.86,69,1,7,7477,1,0,0,1,0,0,0.37615442,0
8.34,100,0,8,3132,0,1,22,1,0,0,0.37492687,0
4.62,63,0,10,9065,0,1,48,1,1,1,0.8793678,1
4.49,77,3,8,12733,0,1,17,0,1,1,0.9103212,1
6.17,73,2,10,9503,0,1,17,1,1,0,0.72160006,1
7.66,69,1,8,14651,1,1,19,1,1,0,0.45460775,1
6.44,66,6,10,8460,1,0,0,1,1,1,0.8017585,1
8.21,69,1,6,6263,1,1,25,1,0,0,0.581358,1
6.76,61,1,5,15999,1,1,22,1,0,1,0.54549533,1
4.92,55,2,7,6223,1,1,41,1,0,1,0.9421294,1
7.86,65,1,9,9151,0,0,0,1,0,0,0.38789868,0
8.31,92,2,9,30000,0,0,0,1,1,0,0.27997422,0
6.65,74,1,7,7964,0,0,0,1,0,0,0.5378637,1
6.67,65,2,6,10068,1,0,0,1,1,0,0.6317981,1
4.87,92,2,5,12797,0,0,0,0,1,1,0.7860884,1
8.34,75,0,4,3633,0,1,26,0,1,1,0.3717708,0
9.72,74,5,6,2000,1,0,0,0,0,0,0.45350084,1
7.2,65,4,6,18245,0,1,31,1,0,1,0.7421051,1
4.85,87,1,10,15127,1,1,35,1,1,1,0.8701374,1
4.9,68,1,7,7359,1,1,40,1,1,1,0.90310663,1
6.95,58,2,7,10097,0,0,0,0,1,1,0.65577435,1
5.0,42,1,6,4443,0,1,32,1,1,1,0.91642,1
6.15,57,3,4,9647,0,0,0,1,0,0,0.8157452,1
5.16,75,1,5,5624,0,1,35,0,1,1,0.8866054,1
7.26,67,2,7,7118,0,1,25,1,1,0,0.6345438,1
5.17,61,2,8,17185,0,1,34,1,0,1,0.8597489,1
8.55,75,1,10,9809,0,1,29,0,0,0,0.44399428,1
9.49,71,2,6,4048,0,1,31,0,0,1,0.65500754,1
9.44,57,3,8,6084,0,0,0,1,1,0,0.5535653,1
4.6,70,1,8,8209,0,1,34,0,1,1,0.89234376,1
9.05,73,2,8,5134,0,0,0,0,0,0,0.5097321,1
7.72,59,3,4,9088,1,0,0,1,0,0,0.6735649,1
8.06,78,3,9,2481,0,1,25,0,1,1,0.55335903,1
7.9,100,1,8,6976,0,0,0,1,1,0,0.35175723,0
8.23,69,6,7,6832,0,1,30,1,0,1,0.7691821,1
7.82,89,4,4,11534,0,0,0,0,1,0,0.48554716,1
7.44,76,2,10,17300,0,1,26,0,0,0,0.54825425,1
7.0,66,1,7,10953,0,1,33,0,0,1,0.7099034,1
6.1,80,0,5,9802,1,0,0,1,1,0,0.424532,1
8.83,82,6,7,2000,0,1,38,0,0,1,0.7291066,1
6.94,91,3,4,11627,0,1,32,1,1,0,0.74395907,1
6.53,92,1,4,11678,0,1,29,1,0,1,0.5322245,1
8.49,93,3,8,7838,0,0,0,1,0,1,0.3926943,0
7.86,68,5,8,11471,0,1,33,0,1,1,0.7727704,1
6.91,65,5,6,10593,0,1,22,1,1,1,0.7427787,1
7.07,88,3,4,7582,0,1,41,1,0,1,0.8343691,1
4.08,50,1,5,6733,0,1,40,0,1,1,0.9292796,1
5.28,84,1,4,5603,0,1,26,1,0,1,0.87667805,1
6.47,83,4,5,9270,0,1,59,1,1,1,0.8757265,1
7.51,79,2,4,6538,1,1,28,1,0,1,0.66753775,1
7.68,50,1,7,5247,0,1,44,1,1,1,0.75272334,1
5.11,61,0,8,4725,0,1,38,0,1,1,0.9224564,1
6.28,47,1,6,9116,0,0,0,0,1,1,0.566701,1
7.39,87,2,7,3923,1,1,27,1,0,1,0.6529576,1
8.43,62,3,4,2000,0,0,0,0,0,1,0.66319764,1
5.86,69,0,9,5439,0,0,0,1,0,0,0.8066763,1
5.68,81,1,7,2659,0,0,0,1,1,1,0.78721,1
5.0,87,3,4,19310,1,1,39,0,1,1,0.908086,1
6.94,61,2,7,10727,0,0,0,1,1,0,0.5978284,1
7.52,67,2,6,5010,0,0,0,1,0,0,0.69921863,1
8.61,72,2,9,14010,1,1,12,0,1,0,0.46582147,1
6.66,84,2,8,3925,0,0,0,1,1,0,0.7201271,1
8.53,82,4,4,3793,0,1,42,1,1,1,0.7306215,1
7.17,97,2,7,5404,0,1,10,1,0,1,0.6506175,1
