promedio,asistencia,reprobadas,semestre,ingreso_familiar,beca,trabaja,horas_trabajo,internet_casa,computadora_propia,deserto
8.02,74,3,9,11834,0,1,40,1,1,1
7.06,70,4,7,9139,0,0,0,0,1,0
9.52,70,4,10,23509,0,1,27,1,1,0
7.54,69,2,7,3874,1,0,0,1,1,0
6.18,93,1,9,3869,1,0,0,1,1,1
7.9,63,0,7,13012,0,0,0,1,1,0
7.94,65,3,5,3909,0,1,33,1,1,1
7.34,74,3,9,14074,0,0,0,1,0,0
6.29,74,2,5,5657,0,1,44,1,1,1
4.92,74,2,8,11005,0,1,34,0,1,1
7.11,77,1,7,13245,0,0,0,1,0,0
4.58,70,1,5,12610,0,1,17,1,0,1
5.79,59,2,6,4723,0,1,29,1,1,1
7.29,68,1,9,30000,0,0,0,1,0,0
8.88,89,3,5,7741,1,0,0,0,1,0
8.59,78,0,4,4931,0,1,42,1,0,0
4.36,85,2,9,6305,1,0,0,0,1,0
8.72,61,4,4,6053,0,1,33,1,1,0
3.85,95,0,5,8330,0,0,0,1,1,0
7.51,88,4,6,17354,0,0,0,0,1,0
7.32,66,5,8,17045,0,1,38,0,0,1
8.58,62,0,10,2430,1,0,0,0,1,0
7.44,70,2,5,11437,0,0,0,1,1,1
8.85,98,1,5,3894,0,1,32,0,1,0
6.2,95,2,10,7516,0,0,0,0,1,0
6.98,43,0,7,5852,0,1,33,1,1,0
8.57,92,3,9,4959,0,0,0,1,0,0
6.32,95,2,6,5099,1,0,0,1,0,0
6.3,66,2,5,5822,1,1,34,1,1,0
7.28,84,5,9,7455,0,1,35,0,1,1
4.7,71,1,5,6513,0,1,30,1,0,1
6.79,80,2,5,10772,0,0,0,1,1,0
5.54,85,2,6,9733,0,0,0,1,0,0
9.51,67,2,5,3858,0,1,17,1,1,0
9.18,48,0,4,5822,1,1,43,1,0,0
8.29,89,2,5,4527,0,1,36,1,1,1
10.0,79,2,4,10228,0,1,40,1,1,0
7.5,50,1,7,5435,0,0,0,1,1,0
6.59,90,4,8,5678,0,0,0,0,1,1
7.72,90,3,6,4460,1,1,17,1,0,0
7.67,56,1,4,3064,0,0,0,0,0,0
6.72,80,2,7,4429,0,1,18,0,0,0
7.75,66,1,8,30000,0,1,40,1,1,0
5.25,75,0,4,7191,0,0,0,1,1,0
5.61,92,1,6,4451,0,0,0,0,0,1
7.62,80,0,10,5403,0,1,10,1,1,0
5.21,79,4,9,2445,1,1,29,1,1,1
8.95,70,5,6,5391,0,1,22,1,1,0
7.86,85,1,5,7428,0,0,0,0,1,0
6.21,84,4,4,27428,0,1,21,1,1,0
8.94,92,0,4,3235,0,0,0,0,0,0
7.55,95,4,5,2889,0,0,0,1,1,0
9.81,67,5,6,2661,0,0,0,0,0,0
6.85,79,2,6,4784,0,0,0,0,0,0
6.32,51,0,4,3125,0,0,0,0,1,1
7.87,92,6,6,30000,0,0,0,1,0,0
5.53,56,2,6,23117,0,1,36,1,1,1
8.82,81,0,9,11640,1,0,0,0,0,0
7.77,52,1,10,14443,1,1,38,0,1,0
3.0,78,1,10,3097,0,0,0,1,1,0
7.11,48,3,6,10727,0,1,22,1,1,1
7.47,79,2,9,5937,0,1,37,1,0,1
5.19,81,0,7,9488,0,1,38,1,1,1
6.66,64,0,4,13590,0,1,44,1,0,0
6.61,92,2,4,29240,1,0,0,1,1,0
3.97,85,3,7,4289,1,0,0,1,0,1
7.56,58,1,8,5777,1,1,40,0,0,1
7.05,62,0,7,30000,1,1,21,1,1,0
6.05,94,0,6,9626,0,0,0,1,1,0
6.47,54,3,7,2845,0,1,30,0,1,1
7.2,93,3,7,4899,1,1,39,0,1,1
8.87,81,1,8,4372,0,0,0,1,1,0
7.86,56,3,4,22103,1,0,0,1,0,0
6.72,59,3,6,8706,0,1,26,0,0,0
6.55,80,1,5,9934,0,0,0,1,0,0
6.33,77,1,6,3996,1,1,33,1,1,0
8.66,71,1,6,8821,0,1,28,1,1,0
7.7,90,2,4,12661,0,1,45,0,0,1
6.31,87,2,8,5935,0,0,0,1,0,0
9.28,60,5,6,13573,0,0,0,0,1,0
8.42,60,1,9,5519,0,1,26,1,0,0
5.8,62,2,4,4039,0,0,0,1,1,0
7.99,64,3,4,5356,1,1,55,1,1,1
7.46,64,6,4,4849,0,0,0,1,1,0
7.76,82,6,9,10164,0,1,26,0,0,1
8.29,43,2,6,4685,1,1,49,1,0,0
6.62,92,0,8,2000,0,0,0,1,1,0
6.33,83,3,4,13943,1,0,0,1,1,1
5.4,66,3,8,2000,1,1,42,1,1,1
7.63,85,5,4,8898,1,1,29,0,1,1
7.02,81,0,10,4817,0,1,30,1,1,0
4.38,67,3,6,4513,0,1,15,0,1,1
7.21,95,0,10,6673,0,0,0,0,0,0
7.77,72,3,7,4293,1,1,15,1,0,0
7.42,72,1,7,6657,1,0,0,0,1,0
6.7,82,0,4,9059,0,0,0,0,1,0
8.32,64,1,7,11834,0,1,37,1,1,0
6.26,92,3,8,15799,0,0,0,1,1,0
4.77,93,3,7,6497,0,1,26,1,0,1
9.55,61,2,8,16106,0,0,0,0,0,0
4.85,87,1,9,2586,1,1,30,0,1,1
7.62,94,1,8,3812,0,1,30,1,0,1
9.98,75,3,7,12445,1,0,0,0,1,0
6.4,93,0,6,3857,0,0,0,1,1,0
9.1,96,5,6,10855,0,0,0,1,1,0
6.82,79,2,8,2377,1,0,0,1,1,0
6.75,92,1,9,9830,0,1,12,0,1,0
4.36,93,2,8,6077,0,1,34,1,1,1
8.22,73,3,4,5353,0,1,41,1,1,1
6.16,70,3,5,12326,0,1,44,1,1,0
8.38,100,3,7,22606,0,0,0,1,0,0
5.78,65,2,7,30000,0,1,26,0,1,0
7.38,95,2,10,11693,0,0,0,1,1,0
7.41,73,3,10,10259,0,1,39,1,1,0
9.3,84,2,9,5241,0,0,0,1,0,0
8.49,76,2,7,18502,0,0,0,1,0,0
5.33,67,3,8,7338,0,1,34,1,1,1
8.67,83,2,9,15738,0,0,0,1,1,0
6.98,83,2,4,3370,0,1,31,1,0,1
6.08,66,2,5,5317,0,0,0,0,0,0
6.44,81,3,4,30000,0,0,0,1,0,0
8.71,68,1,7,10175,1,0,0,0,0,0
4.62,78,0,10,20291,0,1,33,1,1,1
6.39,61,4,4,4208,0,1,16,1,1,1
5.42,63,1,4,11370,0,1,31,0,1,1
7.18,97,3,5,11259,0,0,0,1,0,0
6.71,90,3,8,12941,0,0,0,1,1,0
5.3,73,3,6,11540,1,0,0,1,1,0
6.76,80,1,5,20210,0,1,43,0,0,1
6.82,77,1,6,10401,0,0,0,1,0,0
6.57,76,3,5,10369,0,1,31,1,0,1
7.29,96,4,5,8830,0,1,26,1,1,1
8.98,80,1,7,14562,1,1,21,1,1,0
7.1,67,1,7,9588,1,0,0,1,1,0
7.2,54,3,5,8090,0,0,0,1,0,0
8.11,54,5,7,5264,0,0,0,1,1,1
6.75,97,1,4,11670,0,1,25,0,1,0
6.76,81,3,10,22697,0,0,0,1,0,0
6.16,88,3,4,22614,0,0,0,1,0,0
6.05,83,3,7,13165,0,1,27,1,1,1
5.95,67,0,10,8928,0,0,0,1,1,0
7.36,68,4,5,2712,1,0,0,1,1,0
3.35,72,4,5,12359,0,0,0,0,0,1
6.33,45,5,8,2727,0,1,22,1,1,1
7.36,50,3,6,20862,0,1,20,1,0,0
8.68,67,2,5,14760,0,1,41,1,1,0
9.37,61,3,7,10609,0,0,0,0,1,0
4.63,69,0,9,3770,0,0,0,0,1,1
5.99,81,0,7,17091,0,1,44,0,0,1
6.87,100,2,5,16257,0,1,42,0,1,0
4.29,93,4,7,8743,0,1,28,1,1,1
5.91,63,3,10,8313,0,0,0,0,1,0
7.25,61,3,5,30000,0,0,0,0,1,0
6.63,80,2,7,3101,0,1,10,0,0,0
4.12,71,3,6,30000,0,1,41,1,1,1
8.18,77,2,7,9584,0,1,30,1,1,1
5.6,76,4,4,8380,0,1,10,1,1,0
7.07,82,2,5,4184,0,1,41,1,0,1
4.37,47,1,5,3357,0,1,32,0,0,1
6.91,77,1,9,2618,0,0,0,0,1,0
8.4,51,4,6,6420,0,0,0,0,1,0
8.51,87,1,5,11890,0,1,29,0,0,0
8.43,68,0,8,10861,0,0,0,1,0,0
7.84,65,1,4,7286,0,0,0,0,0,0
5.63,84,1,5,3561,0,0,0,1,1,0
4.82,85,3,7,15056,1,1,20,1,1,1
9.25,75,2,5,15656,1,1,23,1,1,0
5.05,87,4,7,4159,0,1,18,1,1,1
5.59,58,0,7,11069,1,1,40,1,0,1
8.19,80,3,4,6129,0,1,19,0,1,0
7.18,82,0,4,3766,0,1,28,1,0,1
9.1,71,4,8,2622,0,1,33,1,1,1
6.35,86,4,6,6220,0,0,0,1,0,0
8.73,86,3,4,5611,0,0,0,1,0,0
10.0,98,2,4,9871,0,1,26,1,0,0
6.1,70,1,6,11993,0,0,0,0,1,0
6.99,61,1,9,5514,0,0,0,1,0,0
6.18,66,2,5,3412,0,1,20,1,0,1
6.8,81,1,10,17779,0,0,0,1,1,0
6.34,80,0,4,15080,0,1,32,1,0,0
8.23,77,2,7,4942,1,1,40,1,1,0
8.52,60,3,8,6274,0,0,0,1,0,0
7.46,73,0,7,13212,1,1,11,1,0,0
8.38,90,1,5,18346,0,1,33,0,1,0
5.54,86,4,5,10358,0,1,46,0,0,1
7.78,63,2,7,9451,0,0,0,1,1,0
6.18,81,1,9,4488,0,1,37,0,0,1
8.8,67,4,6,30000,1,1,33,0,1,0
7.68,76,3,5,5952,0,0,0,1,1,1
4.07,66,1,6,5398,0,1,31,1,1,1
7.08,67,2,10,7346,0,1,44,1,1,1
5.04,66,2,5,7043,1,0,0,1,0,0
6.61,70,1,4,24289,0,1,34,1,1,0
8.7,62,1,9,11179,0,1,22,1,0,1
10.0,87,4,4,7676,0,1,17,1,0,0
7.83,72,4,9,23988,0,1,47,0,0,1
7.88,84,1,7,16265,0,1,14,1,1,1
7.94,75,3,10,2805,0,1,20,1,1,1
6.76,73,1,5,30000,0,1,38,1,1,0
4.13,55,1,9,4685,0,1,18,0,0,0
8.44,57,2,4,6765,1,0,0,1,1,0
7.48,70,3,8,10171,0,1,28,1,1,1
7.13,57,0,5,10305,0,1,42,0,0,1
7.62,83,0,6,10921,1,0,0,0,1,0
7.86,68,2,8,2000,0,0,0,1,1,0
7.32,61,1,7,10012,0,0,0,1,0,1
8.73,71,2,6,17085,0,1,31,1,0,1
7.06,79,1,5,14313,0,0,0,0,1,0
8.93,71,2,8,4960,0,1,16,1,1,0
6.61,100,1,6,5071,0,1,24,1,1,1
6.53,90,1,5,22387,0,1,54,1,1,1
5.45,74,2,6,5307,1,0,0,1,1,0
5.83,65,1,8,2000,1,0,0,1,0,1
3.19,55,2,4,13679,0,1,29,1,1,0
5.15,81,1,5,16848,0,0,0,1,0,0
6.7,88,0,8,21617,0,1,32,1,0,0
8.56,72,2,7,5436,0,0,0,1,1,0
5.74,64,3,6,12940,0,1,31,0,0,1
6.57,73,2,4,5116,0,0,0,1,0,1
6.83,64,0,4,19077,1,1,24,1,1,1
7.02,73,2,6,5001,0,0,0,1,1,1
4.04,81,2,8,13913,0,0,0,1,0,1
6.26,71,0,5,16810,1,1,28,0,0,0
10.0,81,1,9,9031,1,1,39,1,0,1
8.61,87,1,7,22619,0,1,52,1,1,0
6.07,60,0,6,12541,0,1,25,1,0,0
7.41,61,2,8,8838,1,1,47,1,1,1
8.65,75,2,5,6632,0,0,0,1,1,0
6.78,40,4,9,15340,0,1,26,1,1,0
8.06,88,5,6,7886,0,1,19,1,1,0
7.35,69,1,4,15910,0,1,38,0,1,1
5.83,76,3,10,6958,0,1,35,1,1,1
7.23,84,1,6,3198,0,1,46,0,1,1
5.28,49,4,9,12534,0,0,0,1,0,0
7.01,90,2,4,2585,0,1,26,0,0,0
7.63,82,4,5,4273,0,1,30,1,0,1
6.26,41,1,6,2068,0,0,0,1,0,0
7.86,59,1,9,11652,0,0,0,0,0,0
7.49,100,0,4,2000,0,1,29,0,1,0
7.18,84,5,7,2642,0,0,0,1,1,1
6.38,90,1,8,7526,0,0,0,0,1,0
5.84,74,3,6,4036,0,0,0,0,1,0
7.35,89,2,6,10906,1,1,29,1,0,1
7.34,51,1,10,3567,0,0,0,1,1,0
8.65,62,3,7,8719,1,1,40,1,0,1
4.29,99,4,8,4234,0,0,0,1,1,1
7.56,88,2,7,6217,0,0,0,1,1,0
6.64,71,1,9,4281,0,1,33,1,1,1
6.41,83,5,5,7075,0,1,38,0,1,1
5.17,65,3,7,5707,0,1,23,1,0,1
10.0,56,1,5,7695,0,1,51,0,1,0
8.2,87,0,5,14542,1,1,38,1,1,1
7.19,70,1,9,3491,1,1,35,0,0,1
7.88,77,1,10,4760,0,0,0,1,0,0
4.61,82,6,5,5512,0,1,26,1,0,1
6.92,80,3,8,10268,1,1,40,1,1,1
7.45,91,2,7,7566,0,1,28,1,1,1
7.07,67,1,8,9324,0,1,17,1,1,0
4.98,68,4,6,2000,0,0,0,1,0,1
6.57,85,1,5,30000,0,1,37,0,0,0
9.75,90,0,5,4572,0,0,0,0,1,0
8.65,59,2,6,4031,1,0,0,0,1,0
7.76,53,4,4,9193,1,1,19,1,0,0
8.08,65,3,9,6843,0,0,0,0,0,0
10.0,77,1,5,3462,0,1,31,1,1,0
7.96,78,2,7,14838,1,1,60,1,1,1
6.24,59,2,6,8027,0,1,15,1,0,0
4.51,78,2,5,10265,1,1,40,0,1,1
7.31,97,4,10,21549,1,1,32,0,1,0
7.1,43,4,9,21345,0,0,0,0,1,0
4.12,78,3,8,4081,0,0,0,0,1,1
6.39,77,1,4,11398,1,1,29,1,1,1
6.97,69,1,6,9526,0,1,41,0,0,1
6.53,82,2,7,7036,0,0,0,1,1,0
3.57,86,4,4,14927,0,1,37,1,1,1
5.18,57,3,8,11685,0,0,0,1,1,0
5.12,76,2,9,20759,0,0,0,0,0,1
8.98,84,4,10,2000,0,1,32,0,1,1
6.74,72,4,6,2993,0,1,26,1,1,1
5.32,81,3,4,12365,1,0,0,1,1,0
8.04,83,2,5,5806,0,1,33,1,1,0
4.26,92,1,9,10297,0,1,36,0,1,1
6.31,84,2,4,8567,0,0,0,1,1,0
7.84,84,2,7,15034,0,1,44,1,1,1
5.5,93,1,7,27901,0,0,0,1,0,0
5.44,77,2,6,2420,1,1,34,1,0,1
4.32,98,1,8,5408,0,1,38,1,1,1
5.68,57,3,4,10388,0,0,0,0,0,0
8.21,79,2,7,5068,1,1,22,1,0,0
7.55,79,7,6,24296,0,1,31,1,0,1
8.54,79,4,9,9170,0,0,0,1,0,0
6.04,66,2,6,5119,0,0,0,1,0,1
10.0,80,1,5,28093,0,0,0,0,1,0
4.3,62,1,5,10353,0,1,29,0,1,1
5.41,69,3,6,12506,1,1,30,1,1,0
3.44,62,2,4,26163,0,0,0,1,0,0
7.68,86,0,9,2732,1,1,18,0,0,1
7.36,76,4,7,7865,0,1,44,1,1,1
10.0,61,3,5,5736,0,1,45,1,1,0
6.2,52,0,7,10028,0,1,30,1,1,0
6.3,72,3,10,2000,0,1,60,0,1,1
3.0,76,1,7,9073,0,1,27,1,0,1
3.3,100,2,6,15767,0,1,33,0,1,1
6.99,88,0,8,18352,0,1,40,1,0,0
5.78,53,1,8,9102,0,1,18,1,1,0
7.79,91,3,8,3485,0,1,24,0,1,0
5.31,83,1,5,2652,0,1,41,0,1,1
7.43,100,3,4,5339,0,0,0,0,0,1
7.22,92,2,5,2000,0,1,26,1,0,1
4.25,94,1,6,11816,0,1,30,0,1,1
7.93,68,1,9,7365,1,1,28,1,0,1
8.74,62,0,4,9896,0,1,38,0,1,0
7.1,81,2,9,17082,0,1,40,1,1,1
8.18,83,4,4,5589,0,1,26,1,1,0
7.96,90,1,5,8091,0,1,32,1,1,1
6.56,47,2,6,4149,0,1,12,0,0,1
8.04,68,4,10,11762,0,1,26,1,0,1
9.87,55,4,10,15536,0,1,32,1,1,0
5.28,88,3,4,15310,0,1,42,0,1,1
7.59,82,1,5,9855,1,1,24,0,1,1
6.33,88,3,6,19495,1,1,25,0,1,0
6.94,75,3,5,5470,0,1,15,1,1,0
6.38,46,3,10,5510,0,0,0,1,0,1
6.37,77,0,7,11706,0,1,22,0,1,1
7.16,80,4,5,11781,0,1,52,1,1,1
6.1,68,0,7,3006,0,0,0,1,0,0
7.49,80,1,7,22545,0,1,55,1,0,1
3.69,73,1,9,2241,0,0,0,0,0,1
8.33,83,2,9,2000,1,1,27,1,1,1
6.03,63,2,6,3542,0,0,0,1,0,1
5.94,55,2,8,8066,0,1,26,1,1,1
8.72,87,3,10,12440,1,1,34,1,0,0
8.23,100,0,7,2750,0,0,0,1,1,0
8.02,56,1,8,2225,1,1,38,0,1,1
7.98,62,7,6,6924,0,1,18,1,1,1
7.39,79,3,6,8252,1,1,25,0,1,1
5.47,69,2,5,17436,1,1,28,1,0,1
7.96,90,2,4,15550,0,1,40,1,0,1
7.67,73,1,5,29144,0,0,0,1,1,0
8.0,85,4,5,19122,0,0,0,1,1,0
6.73,62,2,7,10174,1,1,40,0,0,1
6.69,66,7,7,3132,0,0,0,0,1,1
5.87,78,3,8,9404,0,0,0,0,1,0
9.21,68,6,8,10148,1,1,34,1,1,1
5.87,47,3,7,5922,1,1,39,1,1,1
7.87,87,1,6,30000,0,1,31,0,0,0
6.29,100,2,7,18751,0,1,40,1,0,0
5.21,64,4,8,4544,0,0,0,1,1,0
6.62,53,3,9,4001,1,0,0,1,1,0
4.76,99,3,5,4269,0,0,0,1,0,0
6.51,75,2,9,6778,1,1,32,1,1,1
6.95,90,2,5,2389,1,1,40,1,0,1
5.64,77,2,4,11812,0,1,22,1,1,0
6.44,93,3,8,7094,1,1,17,1,1,0
7.2,65,0,5,9789,0,1,34,1,0,0
6.98,100,4,9,3071,0,1,36,1,1,1
5.16,62,4,5,4901,0,0,0,0,0,1
7.2,87,0,5,6473,0,1,27,0,1,1
5.86,87,5,9,6762,1,1,19,0,1,1
5.59,58,3,8,12450,1,1,17,1,1,1
6.61,85,1,4,3042,0,0,0,0,1,0
6.36,68,1,10,4883,0,0,0,1,1,0
8.26,82,2,5,30000,0,1,25,1,0,0
7.26,84,1,7,6711,0,1,37,0,1,1
6.24,47,4,10,5815,1,0,0,1,0,1
10.0,87,2,9,17358,0,1,33,1,1,0
8.94,58,0,6,23328,0,1,33,0,1,1
3.67,86,2,10,4550,0,0,0,1,0,1
4.66,92,3,8,30000,0,1,40,1,1,1
5.35,64,2,5,4746,0,0,0,1,1,1
8.83,50,5,10,5609,0,1,28,0,1,1
5.2,82,1,7,9467,0,1,17,1,0,1
6.9,89,1,5,2383,0,1,33,1,1,1
6.54,65,4,6,7407,0,0,0,1,1,0
8.86,70,1,5,7756,0,1,16,1,1,1
6.38,78,1,7,9365,0,0,0,1,0,0
7.73,92,4,7,14289,1,0,0,0,0,0
6.75,62,0,4,11338,0,0,0,1,1,0
9.12,69,1,6,7337,0,0,0,0,1,0
7.85,69,3,5,9825,1,1,35,0,1,1
8.23,57,5,9,7260,1,1,35,0,1,1
6.58,66,1,5,2470,1,1,31,1,1,1
6.85,77,3,7,5126,1,1,24,0,1,1
8.69,79,3,7,13930,0,1,28,0,1,1
10.0,97,2,7,7096,0,0,0,1,1,0
6.91,86,2,6,14927,1,1,45,1,1,0
7.86,65,3,5,3924,0,1,43,1,0,1
5.51,72,0,4,2624,0,0,0,0,0,0
9.5,70,2,5,8770,0,1,17,1,1,0
5.34,40,1,9,5673,0,1,46,1,0,1
7.8,85,4,5,3676,0,0,0,1,0,1
7.81,84,3,7,4919,1,0,0,0,1,0
5.89,70,2,5,9910,1,0,0,0,1,0
5.26,98,2,4,7748,1,1,40,1,1,1
6.9,67,4,6,13052,1,1,25,1,0,1
8.65,62,2,10,2679,1,0,0,0,1,0
4.89,61,1,6,13925,0,1,37,1,1,1
6.43,81,3,5,4672,0,1,23,1,1,1
3.0,93,4,7,7107,1,1,18,1,1,1
6.78,91,3,5,10421,1,1,29,1,1,1
5.2,54,4,5,4171,0,1,36,1,0,1
6.2,82,2,6,28013,1,1,36,1,1,1
7.02,45,3,9,11919,0,1,49,0,1,1
5.92,74,6,4,7133,1,1,36,1,1,1
8.24,47,2,4,4230,0,1,25,1,0,0
8.86,78,1,8,8351,1,0,0,0,1,0
8.97,82,1,5,3149,0,0,0,0,0,0
6.89,98,1,4,18463,0,1,24,1,1,0
6.3,69,4,5,7007,0,1,41,0,0,1
8.24,86,3,9,3625,0,1,29,1,1,0
8.69,72,2,10,15934,0,0,0,1,1,0
6.23,75,2,10,5232,0,0,0,1,1,0
6.99,54,1,5,10075,0,1,31,0,0,1
6.68,50,0,9,15355,0,0,0,1,0,0
8.27,100,2,4,30000,0,0,0,0,0,0
6.24,61,2,6,10779,0,1,39,1,1,1
3.39,71,2,7,20033,0,0,0,1,0,0
8.0,75,3,6,7538,1,1,54,1,1,1
8.54,69,3,10,2769,0,1,29,1,1,1
7.4,80,3,8,5158,0,1,47,0,1,1
8.41,88,2,6,17244,0,1,54,1,0,0
6.98,83,1,8,5710,0,0,0,1,1,0
5.07,92,1,8,13122,0,1,22,1,1,0
7.65,100,1,4,12155,1,0,0,1,0,0
6.32,78,3,5,4449,0,1,10,1,0,1
5.08,88,2,5,6885,0,0,0,0,0,0
8.8,84,0,10,6703,0,1,29,1,1,0
6.97,71,2,9,30000,0,0,0,1,1,0
3.0,88,1,5,8647,1,1,43,1,1,1
7.96,68,2,10,7195,0,0,0,1,1,0
7.14,58,3,4,11743,0,0,0,0,1,1
6.27,83,4,5,9232,1,1,24,0,1,0
6.37,96,1,5,3614,1,0,0,1,1,0
7.86,58,0,6,8907,0,1,35,1,0,1
8.09,87,4,9,4033,1,1,40,1,1,1
8.16,85,4,8,19197,0,1,39,0,0,0
8.9,66,1,4,10640,0,0,0,1,1,0
6.06,63,2,5,2356,1,1,40,0,1,1
9.65,40,3,8,23813,0,1,50,1,1,1
10.0,69,2,5,7285,1,0,0,1,1,0
7.31,86,2,9,5615,0,0,0,1,0,0
7.85,92,2,7,15029,0,1,21,1,0,0
7.94,100,1,8,19226,0,1,29,1,0,0
9.13,81,0,8,20632,0,1,23,0,0,0
5.07,69,4,7,5723,0,1,48,0,1,1
8.86,91,1,5,11765,0,0,0,1,1,0
6.26,91,2,9,7371,0,0,0,0,0,1
7.19,42,1,7,2728,0,0,0,0,1,0
7.8,79,3,8,4613,0,1,31,0,1,1
8.14,68,3,4,9496,0,0,0,1,1,0
6.84,100,1,5,11056,0,1,15,1,1,0
7.87,81,2,7,10815,0,1,36,1,1,1
8.97,88,4,9,11095,0,0,0,1,0,1
7.55,67,2,6,7171,1,1,31,1,0,1
9.19,73,1,8,9917,0,1,36,1,1,0
6.75,47,2,4,7362,0,0,0,1,1,0
3.99,71,2,4,5321,0,0,0,1,1,0
6.91,100,1,8,11513,0,0,0,0,1,1
7.02,82,2,10,4489,0,1,36,1,1,1
7.01,66,0,5,7013,0,0,0,0,1,0
4.58,62,0,5,8314,0,1,49,1,1,1
4.92,87,4,5,9402,0,1,21,1,0,1
6.34,79,0,7,4779,0,0,0,0,1,0
7.07,72,3,6,13723,1,1,20,0,0,1
6.68,67,6,6,16457,1,1,37,0,0,1
8.97,88,1,8,5615,0,1,32,1,1,0
7.88,50,1,4,2000,1,1,37,0,0,0
7.48,66,4,9,30000,1,1,40,1,1,1
6.67,68,4,8,13997,1,1,22,1,0,1
4.63,67,5,10,4053,0,0,0,1,1,1
7.63,89,3,9,2345,0,1,25,1,0,0
6.59,88,4,8,3642,1,1,52,1,0,1
7.63,65,2,5,2504,0,1,15,1,1,1
10.0,84,1,8,6579,0,0,0,1,1,0
7.06,69,4,7,6151,0,1,22,1,0,1
10.0,63,1,5,10451,0,0,0,1,0,0
6.16,65,1,9,4570,0,1,42,1,1,1
6.13,67,2,6,6092,1,1,16,0,1,1
5.46,79,1,10,20618,1,1,31,1,1,1
7.29,72,4,8,7431,0,1,38,0,1,1
3.76,59,0,9,8920,0,0,0,1,1,1
7.45,49,4,9,5072,0,0,0,1,0,1
7.76,79,3,7,14058,1,1,25,1,1,0
8.26,88,1,9,2652,0,0,0,1,0,0
7.62,63,1,7,28603,0,1,18,1,1,0
8.29,82,1,6,8500,0,1,18,0,0,1
8.17,92,4,10,4459,0,0,0,0,1,1
7.17,67,7,8,19179,1,0,0,1,1,0
7.54,90,2,8,4787,0,1,41,1,1,1
6.28,69,1,10,8970,0,0,0,1,1,0
6.76,71,2,7,8784,0,0,0,1,1,0
9.41,60,2,4,8406,1,1,28,0,0,0
5.23,65,2,7,9436,0,1,25,1,1,0
8.86,69,1,7,7477,1,0,0,1,0,0
8.34,100,0,8,3132,0,1,22,1,0,0
4.62,63,0,10,9065,0,1,48,1,1,1
4.49,77,3,8,12733,0,1,17,0,1,1
6.17,73,2,10,9503,0,1,17,1,1,0
7.66,69,1,8,14651,1,1,19,1,1,0
6.44,66,6,10,8460,1,0,0,1,1,1
8.21,69,1,6,6263,1,1,25,1,0,0
6.76,61,1,5,15999,1,1,22,1,0,1
4.92,55,2,7,6223,1,1,41,1,0,1
7.86,65,1,9,9151,0,0,0,1,0,0
8.31,92,2,9,30000,0,0,0,1,1,0
6.65,74,1,7,7964,0,0,0,1,0,0
6.67,65,2,6,10068,1,0,0,1,1,0
4.87,92,2,5,12797,0,0,0,0,1,1
8.34,75,0,4,3633,0,1,26,0,1,1
9.72,74,5,6,2000,1,0,0,0,0,0
7.2,65,4,6,18245,0,1,31,1,0,1
4.85,87,1,10,15127,1,1,35,1,1,1
4.9,68,1,7,7359,1,1,40,1,1,1
6.95,58,2,7,10097,0,0,0,0,1,1
5.0,42,1,6,4443,0,1,32,1,1,1
6.15,57,3,4,9647,0,0,0,1,0,0
5.16,75,1,5,5624,0,1,35,0,1,1
7.26,67,2,7,7118,0,1,25,1,1,0
5.17,61,2,8,17185,0,1,34,1,0,1
8.55,75,1,10,9809,0,1,29,0,0,0
9.49,71,2,6,4048,0,1,31,0,0,1
9.44,57,3,8,6084,0,0,0,1,1,0
4.6,70,1,8,8209,0,1,34,0,1,1
9.05,73,2,8,5134,0,0,0,0,0,0
7.72,59,3,4,9088,1,0,0,1,0,0
8.06,78,3,9,2481,0,1,25,0,1,1
7.9,100,1,8,6976,0,0,0,1,1,0
8.23,69,6,7,6832,0,1,30,1,0,1
7.82,89,4,4,11534,0,0,0,0,1,0
7.44,76,2,10,17300,0,1,26,0,0,0
7.0,66,1,7,10953,0,1,33,0,0,1
6.1,80,0,5,9802,1,0,0,1,1,0
8.83,82,6,7,2000,0,1,38,0,0,1
6.94,91,3,4,11627,0,1,32,1,1,0
6.53,92,1,4,11678,0,1,29,1,0,1
8.49,93,3,8,7838,0,0,0,1,0,1
7.86,68,5,8,11471,0,1,33,0,1,1
6.91,65,5,6,10593,0,1,22,1,1,1
7.07,88,3,4,7582,0,1,41,1,0,1
4.08,50,1,5,6733,0,1,40,0,1,1
5.28,84,1,4,5603,0,1,26,1,0,1
6.47,83,4,5,9270,0,1,59,1,1,1
7.51,79,2,4,6538,1,1,28,1,0,1
7.68,50,1,7,5247,0,1,44,1,1,1
5.11,61,0,8,4725,0,1,38,0,1,1
6.28,47,1,6,9116,0,0,0,0,1,1
7.39,87,2,7,3923,1,1,27,1,0,1
8.43,62,3,4,2000,0,0,0,0,0,1
5.86,69,0,9,5439,0,0,0,1,0,0
5.68,81,1,7,2659,0,0,0,1,1,1
5.0,87,3,4,19310,1,1,39,0,1,1
6.94,61,2,7,10727,0,0,0,1,1,0
7.52,67,2,6,5010,0,0,0,1,0,0
8.61,72,2,9,14010,1,1,12,0,1,0
6.66,84,2,8,3925,0,0,0,1,1,0
8.53,82,4,4,3793,0,1,42,1,1,1
7.17,97,2,7,5404,0,1,10,1,0,1
