promedio,asistencia,reprobadas,semestre,ingreso_familiar,beca,trabaja,horas_trabajo,internet_casa,computadora_propia,deserto
8.87,55,4,5,17369,0,1,12,1,1,0
6.63,56,2,5,23568,1,1,32,1,0,1
9.25,84,1,4,4689,1,0,0,1,1,0
9.34,91,1,3,20177,0,1,45,1,1,0
6.28,89,1,1,7605,0,0,0,1,0,0
6.33,80,1,5,4233,0,0,0,1,1,1
6.13,72,0,7,12638,0,1,30,1,1,1
5.19,59,1,6,23342,0,0,0,1,1,0
7.16,83,3,10,19033,0,1,47,1,1,1
8.54,79,2,1,21742,0,0,0,1,1,0
5.84,87,1,2,14892,1,1,35,1,1,1
6.71,75,2,8,8195,0,1,40,1,1,1
7.53,73,2,1,12111,0,1,34,1,1,1
6.51,73,1,5,8831,0,1,17,0,1,1
7.62,57,2,2,14422,0,0,0,1,1,0
8.49,78,0,8,23130,0,0,0,0,1,0
5.98,75,0,1,19656,0,1,36,1,1,0
8.16,88,0,2,24987,1,0,0,0,0,0
7.35,87,3,3,22231,0,1,39,1,1,1
8.66,97,2,1,3090,0,0,0,1,1,0
7.8,69,4,5,20974,1,0,0,1,1,1
7.9,83,1,5,22058,1,0,0,1,0,0
9.37,70,3,6,17417,1,0,0,1,1,0
7.34,88,0,7,9325,1,1,44,1,1,0
5.38,92,1,5,6252,0,1,17,1,1,1
8.84,66,4,10,10862,0,0,0,1,1,1
8.14,83,0,7,14178,0,0,0,1,1,1
9.24,98,1,4,10687,1,0,0,1,1,0
10.0,65,0,3,15539,0,0,0,1,1,0
4.49,79,0,5,22143,0,1,35,1,1,1
6.3,76,0,3,6714,0,1,29,1,1,1
8.58,85,2,7,11714,0,1,35,1,1,0
8.63,46,2,7,18795,0,1,23,1,1,1
6.48,66,1,7,24779,0,0,0,1,1,0
7.47,88,0,2,9049,0,0,0,1,0,0
5.94,77,1,1,18512,0,1,19,1,1,1
7.5,91,1,9,20363,0,0,0,0,1,0
4.98,86,1,1,18681,0,1,36,1,1,1
7.28,93,0,1,5570,0,1,35,0,1,1
5.04,79,3,4,7877,0,0,0,1,1,1
9.82,91,0,8,21946,1,1,38,1,1,0
8.99,80,2,4,12999,0,0,0,1,1,0
9.14,98,1,4,4403,1,1,38,1,0,0
7.39,90,0,9,15731,0,1,42,0,0,0
8.49,98,0,10,19450,0,1,22,1,1,0
5.24,83,0,9,7148,0,1,15,1,1,1
8.16,87,0,7,9707,0,0,0,1,1,0
8.18,79,0,3,13162,0,0,0,1,0,0
6.37,73,3,1,8990,0,0,0,1,1,1
6.08,74,3,7,20716,1,1,13,1,1,1
7.0,75,1,2,14774,1,1,13,1,1,0
8.48,85,2,4,19400,0,1,11,1,1,0
9.58,90,1,1,15380,0,0,0,1,1,0
8.75,79,2,6,15628,0,1,35,1,1,1
7.21,77,0,8,15211,0,0,0,1,1,0
10.0,93,2,6,13102,1,0,0,1,1,0
10.0,100,1,7,7498,0,0,0,1,1,0
4.92,73,1,8,7503,0,0,0,1,1,1
6.92,83,3,6,22836,0,1,14,1,0,1
8.5,64,1,6,21095,0,1,45,0,0,0
7.77,82,1,4,3885,1,1,21,1,1,0
6.22,78,0,4,4540,0,0,0,1,1,0
5.97,88,0,7,20019,0,1,45,1,1,1
6.21,79,1,8,23867,0,0,0,1,0,0
4.8,73,2,3,18904,0,0,0,1,1,1
9.65,63,2,4,10993,1,1,36,1,0,0
6.45,70,2,6,24709,0,1,24,1,1,1
8.2,95,0,6,5374,0,1,20,0,1,0
8.66,59,0,7,9074,0,1,13,1,0,0
6.2,71,0,8,23932,1,0,0,1,1,0
6.18,100,1,8,7572,1,0,0,1,1,0
4.68,79,2,4,21752,0,0,0,1,1,0
8.77,73,0,6,9678,0,0,0,0,1,0
6.77,75,1,2,20969,0,0,0,1,1,0
6.61,80,1,8,5054,1,0,0,0,0,1
5.68,100,3,3,7888,0,0,0,1,1,1
7.09,82,1,3,16544,1,1,31,0,1,1
6.96,78,1,8,11824,0,0,0,1,0,0
5.46,97,1,2,24427,1,0,0,1,1,1
8.38,89,1,7,7214,0,1,15,1,1,0
6.82,98,3,10,15057,0,1,33,1,1,1
6.95,80,1,1,19005,0,0,0,1,1,0
7.09,77,0,7,4948,0,0,0,1,1,1
7.7,92,1,9,6643,1,1,47,1,1,1
8.02,76,1,7,4616,0,0,0,1,1,1
8.18,75,2,5,7117,1,1,41,1,1,1
5.15,72,1,1,13803,1,1,40,1,0,1
9.35,65,1,5,20530,0,0,0,0,0,0
8.51,88,3,2,8057,0,0,0,0,1,0
9.06,88,1,1,21987,1,0,0,1,1,0
7.17,72,1,4,14268,0,0,0,1,0,1
6.33,80,1,3,21710,1,0,0,1,1,0
10.0,66,3,1,8522,0,1,22,1,1,0
6.34,100,1,8,9800,0,1,29,1,1,0
5.21,84,2,7,14914,0,1,47,1,1,1
5.71,96,1,3,6827,1,1,26,1,0,1
9.69,82,2,1,18279,1,0,0,1,1,0
6.96,91,0,10,10886,1,0,0,1,1,0
9.13,80,2,1,11371,1,1,37,1,0,1
8.05,77,0,3,5588,1,0,0,0,1,0
10.0,77,3,2,10900,1,0,0,1,1,1
6.55,71,0,1,6837,1,1,35,1,1,1
6.14,73,1,2,24107,0,0,0,1,1,0
6.51,75,0,5,19512,0,0,0,1,1,1
8.9,85,0,3,17922,0,0,0,1,1,0
7.65,94,0,9,19047,0,1,33,1,1,1
8.01,87,0,5,6175,0,0,0,1,1,0
6.99,100,0,3,6403,0,0,0,1,1,0
5.94,90,0,3,6519,0,1,34,1,1,1
9.42,100,4,4,8935,0,1,37,1,1,1
8.75,87,0,7,19312,1,0,0,0,1,0
5.44,56,1,3,24915,0,1,24,1,1,1
6.52,97,0,7,8269,0,0,0,1,1,0
7.86,76,2,7,14970,1,0,0,1,1,1
9.19,83,2,1,4468,1,0,0,0,1,0
7.02,69,1,5,16785,0,1,24,0,1,1
7.46,81,0,2,19525,1,0,0,1,1,0
6.24,87,2,7,18007,0,1,43,1,0,1
7.98,64,0,4,19080,0,0,0,1,0,1
7.37,97,1,2,9396,0,1,38,1,0,1
7.76,79,0,8,7642,0,0,0,1,1,0
8.46,77,3,6,4523,1,0,0,1,1,0
5.5,87,0,7,6632,0,0,0,1,1,1
6.67,81,1,9,20955,0,1,26,1,1,1
4.65,100,1,7,3124,1,1,26,1,1,1
9.33,57,1,5,12518,0,0,0,1,0,0
9.09,98,0,10,21185,0,0,0,1,1,0
5.95,73,2,8,24724,0,1,41,1,1,1
7.65,82,0,7,9737,1,1,23,1,1,0
6.94,68,0,8,5311,0,1,37,1,1,1
7.56,72,1,7,24400,0,1,21,1,1,0
8.0,88,1,5,20462,1,0,0,1,1,0
5.64,83,0,1,24080,0,0,0,0,1,1
7.85,91,2,8,16188,0,1,12,1,1,0
7.91,86,0,6,4034,1,0,0,1,1,0
9.5,92,0,10,20402,0,1,19,1,1,0
8.95,89,4,9,9597,0,1,46,1,1,1
8.36,89,2,3,20408,1,1,27,1,1,1
7.83,81,2,6,20645,0,0,0,1,1,0
7.28,77,0,1,21593,0,0,0,1,1,0
5.5,82,1,6,15124,0,1,18,1,0,1
8.17,100,1,8,12217,1,1,16,1,1,1
7.58,88,3,5,19604,1,0,0,1,1,0
9.07,68,0,8,14415,0,0,0,1,1,0
5.74,63,3,6,7283,1,0,0,1,1,1
8.88,80,2,5,22963,1,0,0,1,1,0
7.77,90,1,4,18483,1,1,29,1,0,1
7.16,100,1,4,16255,0,1,22,1,0,0
9.63,98,2,4,19539,1,1,13,1,1,0
10.0,75,1,1,3463,0,1,16,1,1,0
7.86,90,1,6,10757,0,1,40,1,1,0
9.16,86,0,4,12515,0,0,0,1,1,0
7.01,91,0,3,22059,0,0,0,1,1,0
10.0,90,0,9,6284,0,1,33,1,1,1
6.23,71,1,3,20294,0,1,10,1,1,1
7.01,82,3,7,23821,0,1,22,1,0,1
8.6,70,2,3,10310,1,1,42,1,1,1
8.95,78,3,1,5037,1,1,41,1,0,1
7.26,97,2,10,14527,0,1,31,1,1,1
6.4,92,1,7,18352,1,0,0,1,1,0
7.58,88,2,2,22545,1,0,0,0,1,1
8.53,95,2,7,22373,0,1,47,1,1,1
6.14,66,0,5,16066,0,1,27,1,1,1
7.59,85,0,5,16052,0,0,0,0,0,0
8.01,83,1,10,3784,0,0,0,1,1,0
7.74,72,0,10,21050,0,0,0,1,0,0
7.14,95,2,1,18069,1,1,43,1,1,1
6.99,76,2,10,23101,0,1,29,1,1,1
4.88,76,0,3,13653,0,0,0,1,0,1
8.69,86,1,7,19010,1,1,34,1,1,1
9.72,74,0,4,15790,1,0,0,1,0,0
5.49,79,0,10,23910,0,0,0,1,1,1
9.06,68,5,7,22242,0,0,0,0,1,1
7.92,83,1,2,20026,1,0,0,1,1,0
6.81,67,0,2,4583,0,0,0,0,0,0
6.58,81,2,2,4558,1,0,0,0,0,0
6.95,73,1,5,13910,1,0,0,1,1,0
7.36,100,1,5,10990,0,1,19,1,1,0
7.22,90,0,2,20313,0,0,0,1,1,0
9.73,48,1,9,9048,0,0,0,1,1,0
7.24,76,2,2,11172,0,1,34,1,1,1
7.24,80,2,10,21258,1,1,15,1,1,0
8.51,67,0,3,13944,0,1,18,1,1,1
7.47,64,0,3,8060,0,1,46,1,0,1
6.25,55,1,10,18519,1,0,0,1,1,0
7.79,84,3,10,20208,0,1,22,1,1,1
7.7,88,1,3,16366,0,1,25,1,0,0
8.23,87,1,8,14857,0,0,0,1,1,0
5.82,100,2,7,21432,0,1,47,1,1,1
9.44,85,3,4,17197,0,0,0,1,0,0
8.12,92,2,7,11557,0,0,0,1,1,0
6.31,95,2,2,20881,0,0,0,1,1,1
5.96,82,1,4,3709,1,1,24,1,1,0
8.65,76,0,10,3429,0,1,20,1,1,1
7.91,73,3,1,14762,0,1,10,1,1,0
7.35,69,2,5,6945,1,0,0,1,1,0
8.23,85,0,5,5205,0,1,19,1,1,0
7.02,88,1,8,23527,0,1,30,1,1,0
7.75,80,0,9,21441,0,0,0,1,1,1
7.62,84,0,2,22337,0,0,0,1,1,0
7.63,86,1,5,4373,0,0,0,1,0,0
7.02,83,1,5,19385,1,1,25,0,1,0
6.65,57,0,7,4437,0,0,0,1,1,0
6.78,68,0,7,5799,1,1,12,1,1,1
7.98,93,1,7,12727,0,0,0,0,1,0
9.01,75,1,10,3804,0,1,37,0,1,0
7.59,80,2,7,23705,0,0,0,1,1,0
7.89,90,0,3,19214,0,0,0,0,1,0
7.52,92,2,3,12567,1,0,0,1,1,0
5.92,87,2,1,3407,0,0,0,1,0,1
6.82,82,0,3,6518,1,0,0,1,1,0
7.74,83,0,4,14912,0,0,0,1,1,0
6.37,99,0,4,24917,1,1,17,0,1,0
8.79,85,2,2,21003,1,0,0,1,1,0
6.58,87,2,3,16993,0,1,18,0,1,1
7.23,86,0,5,21430,1,0,0,1,1,0
7.78,82,0,3,12752,0,0,0,1,0,0
7.02,83,2,9,21388,0,1,25,1,1,1
7.56,70,2,8,20735,0,0,0,1,1,0
10.0,86,2,7,8607,0,0,0,0,1,0
6.9,69,2,7,23429,0,1,45,1,1,1
7.0,83,3,10,20116,0,0,0,1,1,0
4.66,100,1,10,11601,1,0,0,1,0,1
5.91,88,2,8,6470,0,1,31,1,1,1
7.2,88,0,1,8034,1,1,36,1,1,1
8.83,65,0,10,7573,0,0,0,1,1,0
8.19,69,0,5,7853,0,0,0,0,0,1
8.98,97,1,5,17435,0,1,15,1,1,0
8.39,82,1,6,14372,1,0,0,1,0,0
9.63,87,0,6,8162,0,0,0,1,1,0
8.53,91,1,10,13133,1,0,0,0,1,0
6.89,70,1,2,3637,0,1,29,1,1,1
9.73,86,3,10,17894,1,1,10,1,1,0
7.43,96,2,9,11199,0,1,39,1,1,0
6.72,67,0,3,16050,0,1,14,1,0,0
9.56,88,1,10,16404,0,1,21,1,1,0
6.35,81,1,9,15722,0,0,0,1,1,1
7.82,72,3,1,5278,0,0,0,0,1,0
7.64,78,0,1,8803,0,0,0,1,0,0
10.0,70,1,4,22847,0,0,0,1,1,0
8.17,72,3,5,19431,0,0,0,1,1,0
9.3,85,1,3,5919,0,0,0,1,1,0
8.64,76,0,10,23028,0,1,41,1,1,0
4.87,98,1,7,18684,0,0,0,1,1,1
6.94,83,0,8,3678,1,0,0,0,1,1
7.49,77,0,9,6119,0,0,0,1,0,0
7.08,79,1,10,13427,0,0,0,0,1,1
10.0,92,0,7,16519,0,0,0,1,1,0
9.17,76,1,7,9419,0,0,0,1,1,0
8.11,95,2,10,22954,0,1,44,1,1,1
7.54,94,1,10,5530,0,1,25,1,1,1
6.49,79,2,5,20262,1,0,0,1,1,0
6.1,96,3,3,17007,0,1,27,0,1,1
7.5,72,4,4,7480,0,1,35,1,1,1
10.0,89,0,5,22187,0,0,0,1,1,0
7.98,95,1,10,8432,0,0,0,1,1,0
8.85,100,2,2,3493,0,1,29,1,1,0
6.74,68,2,6,14806,0,0,0,1,1,1
9.15,93,2,7,19247,0,0,0,1,1,0
10.0,97,2,5,18621,0,0,0,0,1,0
7.8,54,0,1,17909,1,0,0,1,1,0
6.49,79,1,7,14199,0,1,44,1,1,1
6.68,70,2,3,11815,1,0,0,1,1,1
7.0,92,0,5,10781,1,1,31,1,1,1
9.29,74,0,2,24350,0,1,15,1,1,0
9.72,86,3,1,6585,0,0,0,1,1,0
8.1,75,1,8,12335,0,0,0,1,1,0
7.44,76,0,7,11549,1,0,0,0,1,0
7.1,69,1,5,20779,0,0,0,1,1,0
5.5,62,3,1,19347,1,1,15,0,1,1
7.1,65,2,5,13752,0,0,0,1,1,0
8.71,88,0,10,11185,1,0,0,1,1,0
10.0,99,0,10,21647,1,0,0,0,1,0
7.94,67,0,7,10474,0,1,26,1,1,0
7.91,95,2,8,3026,1,0,0,1,1,0
5.92,95,2,9,21616,1,1,22,1,1,1
8.46,62,2,1,13060,1,0,0,1,0,0
7.45,91,0,3,10796,0,0,0,0,1,0
9.95,85,0,10,5569,0,0,0,0,1,0
9.75,77,0,5,15920,0,1,37,1,0,1
6.9,76,1,1,23535,0,0,0,1,1,1
8.0,79,1,1,5959,0,0,0,1,0,0
8.29,78,4,3,11881,0,1,23,1,1,1
7.19,84,0,2,7094,0,1,19,1,1,0
8.98,91,1,4,10143,0,0,0,0,1,0
9.57,82,1,9,21079,0,1,37,1,1,1
5.65,81,1,1,14395,0,0,0,1,1,0
7.81,69,2,1,23179,0,0,0,1,0,0
7.65,81,2,10,10834,1,0,0,1,1,0
5.99,81,0,6,16505,1,1,11,1,1,1
7.84,89,1,1,19438,0,0,0,1,0,0
8.02,77,2,6,8756,0,0,0,1,1,0
10.0,85,0,4,9451,1,1,34,1,0,0
8.71,89,2,4,18750,1,0,0,1,1,0
8.68,65,2,3,11756,0,1,46,0,1,1
7.45,82,1,10,17437,1,0,0,1,1,0
7.78,71,0,9,5922,1,0,0,1,1,0
6.63,63,0,3,20059,0,0,0,1,1,0
5.91,73,2,2,22319,0,1,16,1,1,1
8.24,84,2,6,18404,0,1,42,0,1,1
7.87,85,0,8,19329,0,1,29,1,0,1
7.53,91,1,5,17879,1,1,27,1,1,0
6.83,87,2,5,3254,0,0,0,1,1,1
5.93,58,2,7,13170,1,1,15,1,1,1
6.58,80,2,1,3027,0,0,0,1,1,1
10.0,77,1,6,4646,0,0,0,1,1,0
5.76,78,3,6,5747,0,0,0,1,1,1
5.94,83,0,4,21272,0,0,0,1,1,0
8.21,98,1,2,14055,1,1,21,1,1,0
7.75,81,2,7,7857,0,0,0,1,1,0
8.36,85,3,9,16700,0,0,0,1,1,0
10.0,84,2,9,15078,1,1,11,1,1,0
7.06,90,1,3,24824,0,0,0,1,1,0
7.53,76,1,6,5757,1,0,0,1,0,0
7.64,85,1,2,18579,0,0,0,1,1,1
5.48,75,1,4,20304,0,0,0,1,1,1
8.97,88,2,8,4050,0,0,0,1,1,0
9.31,84,1,8,9327,0,1,30,0,0,0
7.05,68,1,9,24934,0,0,0,1,1,0
4.38,66,2,6,5882,1,0,0,1,1,1
10.0,93,0,6,20198,1,0,0,0,1,0
7.98,93,4,4,6482,0,1,19,1,1,1
8.01,86,1,8,22663,0,1,45,1,1,1
8.19,94,2,4,6560,1,0,0,1,1,0
8.16,80,2,9,9997,0,0,0,1,1,0
7.53,59,1,5,22983,1,0,0,1,1,0
7.59,74,1,9,9493,0,0,0,1,1,0
8.06,52,2,2,8004,0,0,0,1,1,1
5.59,84,0,8,18405,1,0,0,1,0,0
6.7,81,2,4,11918,1,0,0,0,1,0
8.18,86,2,7,8028,0,0,0,1,1,1
6.29,69,3,2,24698,1,0,0,1,0,0
6.5,85,1,5,16364,0,0,0,1,1,0
7.83,74,0,1,22349,0,1,15,1,1,0
8.57,96,1,9,8611,1,0,0,1,1,0
6.43,65,0,7,11259,1,0,0,1,1,1
6.91,72,0,6,5345,1,0,0,0,1,1
8.36,79,1,4,7612,0,1,47,1,0,1
8.2,91,0,3,8026,1,0,0,1,1,0
8.5,76,2,1,8904,0,0,0,1,1,0
7.18,100,1,5,14733,0,0,0,0,1,0
7.84,100,0,1,11953,0,1,47,1,1,0
6.07,85,1,1,9325,1,0,0,1,1,0
6.31,89,1,10,17121,0,0,0,1,0,1
6.4,70,2,6,13240,0,0,0,1,1,0
6.11,75,0,8,10807,1,0,0,1,1,0
5.44,100,0,9,4898,1,0,0,0,1,1
7.16,82,1,4,18200,0,0,0,1,1,0
5.51,76,1,1,4554,0,0,0,1,1,1
7.46,71,1,10,3854,0,0,0,1,1,0
9.37,80,2,6,5656,1,0,0,0,1,0
5.42,71,3,10,4058,1,1,29,1,1,1
7.63,76,0,1,4886,1,0,0,1,0,1
5.19,76,1,6,12216,0,1,18,1,1,1
6.45,71,1,3,9632,0,0,0,0,1,1
8.39,90,0,3,10101,0,1,39,1,0,1
7.44,74,1,8,13091,1,0,0,0,1,0
3.63,64,2,7,10710,1,0,0,0,1,1
7.16,90,2,1,23909,0,0,0,0,1,0
8.48,82,1,5,19118,1,1,33,1,1,0
8.22,95,0,8,17580,0,0,0,1,0,0
6.95,69,0,8,17052,0,0,0,1,1,0
5.98,90,0,6,22279,0,0,0,0,0,1
8.24,95,1,2,15321,1,1,47,0,1,0
8.9,69,2,7,17231,0,0,0,0,1,0
7.22,71,0,3,24747,0,1,38,1,1,1
7.89,86,0,10,15026,0,0,0,1,1,0
5.26,81,1,4,12705,1,1,37,1,1,1
9.03,83,1,5,23777,0,0,0,1,0,0
8.6,93,1,3,12229,1,0,0,1,1,0
6.8,80,2,2,16727,0,0,0,1,1,0
7.99,66,1,4,15633,1,0,0,1,1,0
8.11,85,0,6,17420,1,1,41,1,1,0
7.24,77,1,7,21192,0,0,0,1,0,1
8.43,85,1,8,21591,1,0,0,1,1,0
8.21,98,2,7,15371,0,1,33,1,1,1
7.13,87,0,7,7124,0,1,28,1,0,1
7.24,82,1,6,16712,1,0,0,0,1,0
7.86,82,2,7,6515,0,0,0,1,1,1
7.46,82,6,8,14779,0,1,26,1,0,1
7.91,75,1,4,12357,1,0,0,1,1,0
8.04,85,1,8,9958,0,0,0,1,1,0
8.69,76,1,2,21346,0,1,25,1,1,0
10.0,80,2,2,13937,0,0,0,1,1,0
9.26,73,0,9,9429,0,0,0,1,0,0
7.38,81,0,3,11601,1,1,43,1,1,0
9.1,66,0,2,16426,0,1,30,1,1,0
5.56,86,0,4,17316,0,0,0,0,1,1
6.95,90,1,9,12415,0,0,0,1,1,0
7.96,98,1,1,5242,0,0,0,1,0,0
9.66,72,2,1,9353,0,0,0,1,1,0
9.32,63,1,2,16718,1,1,16,1,1,0
8.88,77,1,8,20275,0,1,46,1,0,0
8.45,73,0,9,6798,0,1,11,1,1,1
5.08,76,5,8,3549,0,0,0,1,1,1
5.23,80,1,6,4033,1,0,0,1,1,1
6.65,81,0,1,21440,0,1,22,1,1,1
7.45,99,1,10,3177,0,1,11,1,0,1
10.0,94,1,7,12092,1,0,0,1,1,0
6.72,88,1,1,6311,0,1,28,1,1,1
6.13,81,1,6,6561,0,0,0,1,1,1
9.21,59,3,1,14890,1,0,0,1,1,0
4.36,71,4,3,12937,0,0,0,1,1,1
7.71,65,0,10,15747,1,1,30,1,0,1
7.99,65,1,8,19202,0,1,14,1,0,0
8.82,84,2,2,12920,0,1,19,1,1,0
9.14,67,2,3,14006,0,1,10,0,1,0
4.25,92,1,8,12648,0,1,34,1,0,1
9.83,95,1,5,16689,0,0,0,1,1,0
8.3,66,1,2,3703,1,0,0,1,1,0
7.51,96,2,1,22702,0,1,11,1,1,0
8.98,94,1,7,11709,0,1,19,0,1,0
9.89,89,3,1,3668,1,1,17,1,1,0
6.6,74,1,8,6763,0,1,11,1,1,0
6.95,86,0,1,3003,1,0,0,0,1,1
8.51,77,2,1,18508,0,0,0,1,1,0
6.82,84,1,1,9744,1,0,0,1,1,0
9.38,81,2,8,21808,1,1,13,1,1,0
9.57,80,2,6,21400,0,1,39,0,1,0
7.95,77,0,4,4070,0,0,0,1,1,0
8.67,69,0,4,17197,0,1,15,0,1,0
8.37,84,1,10,8327,0,0,0,1,1,0
9.0,61,2,2,22362,0,0,0,1,1,1
6.35,79,2,1,18536,0,0,0,1,1,1
6.53,82,5,7,10074,0,1,33,1,1,1
7.87,80,0,8,4681,0,1,33,1,1,0
8.52,72,1,6,11553,0,0,0,1,1,0
7.47,90,0,5,14625,0,0,0,1,1,0
8.31,83,1,2,16711,0,1,41,1,1,0
9.04,100,4,9,22802,0,0,0,1,1,0
8.29,99,1,9,19397,0,0,0,1,1,0
6.52,69,1,9,6882,1,0,0,1,1,1
5.76,79,2,2,8002,0,0,0,1,1,1
7.5,71,0,4,12155,0,0,0,1,1,0
5.12,94,0,5,15242,0,0,0,1,1,0
6.13,89,2,8,4792,1,1,40,0,0,1
10.0,78,1,2,4453,0,0,0,1,1,0
7.61,80,2,10,8872,0,0,0,1,1,1
7.47,81,1,1,4242,0,0,0,1,1,0
7.75,70,0,3,8765,1,0,0,1,1,0
6.31,76,1,7,10885,1,0,0,1,1,1
6.89,71,2,7,24883,0,0,0,0,0,0
6.59,90,2,4,4441,1,1,47,1,1,1
7.85,73,0,9,24091,0,0,0,1,1,0
6.76,69,0,5,23453,0,1,10,1,1,0
6.35,88,1,8,18409,0,0,0,1,0,1
6.23,63,2,3,20265,0,1,18,0,1,1
5.24,66,0,6,18069,0,1,26,1,1,1
10.0,78,2,3,11604,0,0,0,1,1,0
7.08,69,2,2,3501,1,0,0,0,1,1
7.59,68,1,6,8411,1,0,0,0,0,1
8.29,87,0,2,10088,1,1,32,1,1,0
6.69,92,2,5,9493,0,1,45,1,0,1
8.26,95,1,1,8945,0,1,39,1,1,0
8.34,86,0,8,14133,0,0,0,1,1,0
8.46,90,1,6,20667,0,0,0,1,1,0
8.49,97,1,8,18687,0,0,0,1,0,0
9.09,73,0,5,14166,1,1,44,1,1,0
8.41,96,3,7,22606,1,0,0,0,1,0
10.0,94,3,10,5799,0,0,0,1,1,0
6.15,78,2,3,6813,1,0,0,1,1,1
10.0,87,3,1,21030,0,1,20,0,1,0
8.44,86,1,4,17393,1,1,25,1,1,0
7.99,82,3,5,16356,0,0,0,1,1,1
7.96,82,1,10,4015,1,0,0,1,0,0
7.43,70,2,2,14322,0,0,0,1,1,0
6.79,80,0,5,21935,0,1,46,1,1,1
8.51,75,0,6,23082,1,0,0,1,1,0
7.7,75,2,8,13331,1,0,0,1,1,1
8.31,93,0,6,11805,1,1,47,1,1,1
8.78,69,1,4,10092,1,0,0,0,1,0
10.0,89,2,7,3329,0,0,0,1,1,1
10.0,78,3,1,23063,0,0,0,1,1,0
9.42,77,3,9,20685,0,0,0,1,0,0
8.73,92,0,1,16745,1,0,0,1,1,0
8.79,85,0,2,9878,1,0,0,1,1,0
10.0,93,0,9,4165,0,0,0,0,1,0
7.11,82,2,8,6379,0,0,0,1,1,1
7.83,73,0,5,18939,0,1,22,1,1,0
8.44,73,1,1,12369,0,1,23,1,1,0
7.38,90,1,7,9287,0,0,0,1,1,0
6.72,73,3,7,24943,0,0,0,1,1,1
6.36,78,0,2,18342,0,1,42,1,1,1
6.24,81,4,7,21136,0,1,11,1,1,1
7.75,89,0,9,8571,1,1,24,1,1,0
7.95,89,0,2,3065,1,0,0,1,1,0
7.36,93,2,3,10544,0,0,0,1,1,1
6.76,81,4,3,22232,1,1,15,1,1,1
7.24,78,0,8,18526,1,1,30,1,0,1
8.14,60,1,1,16223,0,0,0,0,0,1
5.43,84,1,3,15816,0,0,0,1,1,0
8.18,91,1,8,9261,0,0,0,1,1,0
7.52,100,0,1,14901,0,1,42,0,1,1
6.03,84,0,8,14386,0,0,0,1,1,0
8.12,82,1,2,21125,0,1,47,1,1,0
8.54,97,2,5,6292,1,0,0,1,0,0
8.42,100,1,4,22108,1,0,0,1,1,0
6.96,78,1,6,16090,0,1,22,1,0,1
8.21,76,3,10,9312,1,0,0,1,1,0
7.82,79,1,10,9369,0,0,0,0,1,0
6.85,97,1,9,24511,0,1,33,1,0,0
9.46,79,1,7,19640,0,1,15,1,1,0
7.86,90,2,9,22484,1,1,44,1,1,1
6.03,84,1,9,18774,1,1,42,1,1,1
9.15,96,0,1,15599,0,0,0,1,1,0
8.27,85,2,1,18118,0,0,0,1,1,0
7.83,88,0,3,18088,0,1,32,1,0,0
9.53,90,5,4,9540,0,0,0,1,1,0
6.58,64,1,4,3633,1,1,19,1,1,1
9.02,87,2,7,24427,0,1,35,1,1,0
6.69,64,2,9,21652,0,0,0,1,1,1
7.99,74,1,10,8383,0,0,0,1,1,1
8.92,76,2,1,13181,1,1,11,1,1,0
8.41,89,2,7,16583,1,1,18,1,0,1
8.62,94,2,3,5219,0,1,39,1,0,0
9.82,80,2,3,4910,0,0,0,1,1,0
6.41,90,1,10,10615,0,0,0,1,1,0
5.51,100,3,10,17698,0,0,0,1,1,1
4.71,89,0,1,20476,0,1,17,0,1,1
8.56,75,3,4,10792,1,0,0,0,1,0
9.31,64,1,3,13449,1,0,0,1,1,0
8.95,75,1,8,5706,0,1,33,1,1,1
6.72,83,2,1,19202,0,1,28,1,1,1
6.31,82,2,1,21408,1,0,0,1,1,0
7.03,82,1,1,21227,0,0,0,1,1,0
7.95,65,2,4,21133,0,1,15,0,1,1
7.44,98,1,3,8705,0,0,0,1,1,1
8.07,72,0,8,19830,1,1,15,1,1,0
6.85,74,1,6,13512,0,0,0,1,1,1
8.62,78,0,10,10451,0,1,46,1,1,1
6.91,90,0,5,21811,0,0,0,0,1,0
8.42,92,0,4,14808,1,1,18,0,1,0
7.95,83,1,1,4467,0,0,0,1,1,0
7.67,91,2,10,12603,0,0,0,0,1,0
6.75,94,0,3,23765,0,0,0,0,1,0
7.77,78,1,2,22033,1,0,0,1,1,0
7.24,66,2,4,18748,0,0,0,1,1,1
5.99,90,3,2,23833,0,0,0,1,0,1
9.36,77,2,3,4688,0,1,12,0,1,1
8.53,70,2,9,17656,1,0,0,1,1,0
8.86,95,1,10,8343,0,1,45,0,1,0
9.06,94,1,1,21507,1,1,16,1,1,0
9.58,67,2,7,13786,0,0,0,1,1,0
8.89,84,1,9,11770,1,0,0,1,1,0
7.37,84,2,1,18113,0,0,0,1,1,0
6.49,77,0,6,15916,0,0,0,1,1,0
5.88,75,2,4,12614,1,0,0,1,1,1
10.0,95,1,1,16109,0,1,34,1,1,0
5.66,75,1,1,14241,0,1,37,0,0,1
7.5,100,1,6,15142,1,0,0,0,1,0
6.27,80,1,3,10791,0,0,0,0,1,1
7.53,86,0,3,17607,0,0,0,1,1,0
5.99,100,2,1,5049,1,0,0,1,1,1
10.0,79,0,3,15710,0,1,33,1,1,0
7.76,94,1,8,19190,1,0,0,1,1,0
7.79,72,1,9,15652,0,0,0,1,1,0
8.43,92,3,8,11790,0,0,0,1,0,0
