Matricula,Oferta Educativa,Grado,Genero,Promedio Final,Promedio Cuatrimestre Anterior,Promedio Bachillerato,probabilidad_desercion,riesgo
1746188335,Enfermería,sexto ,Mujer,9.4,9.1,8.3,0.0069994526,0
1799950814,Tecnologías de la Información e Innovación Digital,tercero ,Mujer,9.6,8.5,8.5,0.0037653977,0
1783265724,Enfermería,tercero ,Mujer,9.1,9.6,7.7,0.004090738,0
1793339752,Energías Renovables,tercero ,Mujer,8.9,9.7,8.6,0.0036161903,0
1794545764,Desarrollo y gestión de software,sexto ,Mujer,9.3,8.8,8.3,0.004871951,0
1795383066,Diseño Digital y Producción Audiovisual,undécimo ,Hombre,9.2,8.7,8.6,0.0045335786,0
1732749633,Diseño Digital y Producción Audiovisual,noveno ,Hombre,9.2,9.3,8.7,0.0059349667,0
1777112202,Diseño Digital y Producción Audiovisual,quinto ,Mujer,9.6,9.9,9.1,0.8597531,1
1757954323,Negocios y Mercadotecnia,sexto ,Hombre,9.3,10.0,8.5,0.004130128,0
1760601308,Enfermería,undécimo ,Hombre,9.3,8.3,9.1,0.013125773,0
1750053356,Enfermería,décimo tercero,Mujer,9.1,9.8,8.3,0.0038136428,0
1789483912,Enfermería,undécimo ,Mujer,9.5,9.1,8.3,0.003855195,0
1705502429,Diseño Digital y Producción Audiovisual,sexto ,Hombre,9.4,9.1,8.4,0.0076188226,0
1729244304,Terapia Física,undécimo ,Hombre,9.5,9.5,8.9,0.00628571,0
1794359366,Negocios y Mercadotecnia,tercero ,Mujer,9.1,8.9,8.8,0.0047834124,0
1712078358,Energías Renovables,sexto ,Hombre,9.6,9.8,8.6,0.004128375,0
1758378347,Criminalística y Ciencias Forenses,noveno ,Mujer,9.8,10.0,7.8,0.006714655,0
1795626795,Contaduría,noveno ,Hombre,9.5,10.0,8.8,0.003916983,0
1798583731,Diseño Digital y Producción Audiovisual,tercero ,Hombre,9.0,8.1,8.0,0.012079979,0
1798431065,Industrial,segundo ,Mujer,9.0,9.0,8.0,0.85410887,1
1717376499,Tecnologías de la Información e Innovación Digital,undécimo ,Hombre,9.1,8.0,7.9,0.012097227,0
1778494142,Innovación de Negocios y Mercadotecnia,noveno ,Mujer,9.1,8.7,8.4,0.005276619,0
1769470228,Energía y Desarrollo Sostenible,segundo ,Hombre,9.2,7.7,9.2,0.8549019,1
1748801439,Enfermería,sexto ,Hombre,9.4,9.4,8.0,0.007833773,0
1786560071,Industrial,cuarto ,Mujer,9.3,9.3,9.4,0.0073542665,0
1798650015,Salud Reproductiva y Partería,noveno ,Hombre,9.3,8.9,9.0,0.004657665,0
1751094415,Terapia Física,tercero ,Mujer,9.2,8.7,7.7,0.006486727,0
1781912657,Desarrollo y gestión de software,undécimo ,Hombre,9.2,9.4,8.3,0.005608483,0
1775922064,Enfermería,undécimo ,Mujer,9.5,8.6,7.9,0.0039133844,0
1739335774,Negocios y Mercadotecnia,undécimo ,Hombre,8.6,8.5,8.9,0.004185182,0
1753879901,Terapia Física,duodécimo ,Mujer,9.2,8.5,7.9,0.013401812,0
1787270932,Diseño Digital y Producción Audiovisual,undécimo ,Mujer,9.3,9.0,7.6,0.0068648243,0
1756368124,Mecatrónica,noveno ,Mujer,9.5,8.8,8.3,0.0040536835,0
1727977834,Contaduría,primero ,Hombre,8.9,8.9,9.1,0.84941024,1
1747687193,Diseño Digital y Producción Audiovisual,undécimo ,Hombre,8.9,9.5,8.4,0.005645232,0
1751622175,Criminalística y Ciencias Forenses,sexto ,Hombre,9.4,9.7,8.7,0.0042687533,0
1700674435,Industrial,décimo tercero,Hombre,8.7,10.0,8.7,0.021842524,0
1752860644,Enfermería,tercero ,Hombre,9.6,9.2,7.7,0.004220928,0
1713596482,Diseño Digital y Producción Audiovisual,undécimo ,Mujer,9.3,9.4,8.0,0.0056294347,0
1703831942,Tecnologías de la Información e Innovación Digital,décimo tercero,Mujer,9.7,9.3,8.5,0.003946434,0
1783515281,Industrial,undécimo ,Mujer,8.9,8.2,8.2,0.00619245,0
1784715294,Criminalística y Ciencias Forenses,undécimo ,Hombre,9.1,8.9,9.4,0.005238705,0
1779042318,Salud Reproductiva y Partería,undécimo ,Hombre,8.5,9.0,7.8,0.006011056,0
1721986504,Industrial,sexto ,Mujer,9.0,8.9,8.0,0.004436058,0
1720311277,Innovación de Negocios y Mercadotecnia,décimo tercero,Hombre,9.2,9.1,8.7,0.006797834,0
1765830766,Contaduría,tercero ,Hombre,8.6,9.0,8.1,0.006319839,0
1723985428,Terapia Física,tercero ,Mujer,9.1,8.6,6.9,0.020366713,0
1744330682,Terapia Física,tercero ,Mujer,8.6,9.1,9.6,0.009129868,0
1712056175,Criminalística y Ciencias Forenses,noveno ,Mujer,9.2,8.8,7.9,0.0047132554,0
1734722308,Contaduría,noveno ,Mujer,9.6,7.6,8.8,0.010914773,0
1777956582,Enfermería,primero ,Hombre,9.2,8.3,7.8,0.84200156,1
1722928368,Negocios y Mercadotecnia,sexto ,Mujer,9.7,9.2,8.0,0.0049246415,0
1768237543,Criminalística y Ciencias Forenses,noveno ,Mujer,9.5,9.8,7.6,0.0045576994,0
1770807384,Criminalística y Ciencias Forenses,tercero ,Hombre,9.6,7.7,8.1,0.012679196,0
1728833718,Innovación de Negocios y Mercadotecnia,sexto ,Hombre,9.0,8.7,8.1,0.0050997846,0
1758760214,Diseño Digital y Producción Audiovisual,undécimo ,Hombre,9.0,9.4,8.4,0.0053891204,0
1744342048,Enfermería,tercero ,Mujer,9.3,9.7,8.3,0.003322772,0
1783201707,Industrial,tercero ,Mujer,8.8,8.9,7.7,0.004423678,0
1767582935,Enfermería,tercero ,Hombre,9.4,8.8,8.2,0.004572601,0
1774253823,Mecatrónica,tercero ,Mujer,9.1,9.9,9.3,0.0038508812,0
1766352517,Salud Reproductiva y Partería,noveno ,Mujer,9.6,9.6,9.2,0.0036930933,0
1716807655,Criminalística y Ciencias Forenses,tercero ,Mujer,9.4,9.7,8.7,0.003615256,0
1758105972,Industrial,undécimo ,Mujer,9.6,8.9,8.9,0.0038287172,0
1790802723,Contaduría,primero ,Mujer,9.0,9.8,9.6,0.81124455,1
1770500730,Diseño Digital y Producción Audiovisual,noveno ,Mujer,9.6,8.0,8.8,0.010108907,0
1796440958,Enfermería,cuarto ,Mujer,9.7,9.8,8.8,0.004426814,0
1787408074,Terapia Física,sexto ,Mujer,9.2,9.1,7.6,0.012252645,0
1726686207,Médico Cirujano y Partero,noveno ,Hombre,9.0,9.2,7.9,0.005149395,0
1727740969,Criminalística y Ciencias Forenses,quinto ,Mujer,9.0,8.6,8.5,0.8324896,1
1747866031,Contaduría,tercero ,Hombre,9.6,8.1,8.0,0.012499996,0
1711303142,Contaduría,segundo ,Mujer,9.9,9.2,7.9,0.87158173,1
1773009286,Contaduría,tercero ,Mujer,8.9,9.5,8.0,0.006033897,0
1718912912,Enfermería,sexto ,Mujer,8.9,9.6,7.7,0.0042632157,0
1758862354,Criminalística y Ciencias Forenses,tercero ,Mujer,9.5,9.5,8.1,0.00426635,0
1715271082,Mecatrónica,undécimo ,Mujer,9.0,9.4,8.7,0.005238536,0
1706944086,Terapia Física,noveno ,Mujer,9.5,8.6,9.5,0.009352059,0
1778545132,Terapia Física,undécimo ,Hombre,9.4,9.6,8.9,0.0057334206,0
1768459122,Enfermería,sexto ,Mujer,9.2,8.6,8.8,0.00482757,0
1786798530,Diseño Digital y Producción Audiovisual,sexto ,Mujer,9.4,9.8,7.6,0.005093358,0
1776174634,Innovación de Negocios y Mercadotecnia,tercero ,Hombre,9.3,9.1,8.6,0.006485163,0
1770032912,Enfermería,sexto ,Mujer,9.2,9.1,8.5,0.007049725,0
1700547137,Terapia Física,segundo ,Mujer,8.7,9.7,8.7,0.790909,1
1750301477,Criminalística y Ciencias Forenses,sexto ,Mujer,9.3,9.8,8.3,0.0038724379,0
1723959215,Mecatrónica,primero ,Hombre,9.7,9.6,9.4,0.8543459,1
1749494942,Negocios y Mercadotecnia,primero ,Mujer,8.7,8.7,8.5,0.8082885,1
1765318030,Diseño Digital y Producción Audiovisual,sexto ,Mujer,8.9,9.6,8.6,0.0041809157,0
1753448015,Salud Reproductiva y Partería,undécimo ,Mujer,9.4,8.7,7.4,0.0053649754,0
1746229129,Contaduría,tercero ,Hombre,9.2,9.6,8.4,0.0033554332,0
1704463207,Tecnologías de la Información e Innovación Digital,tercero ,Mujer,9.4,8.3,9.1,0.009278786,0
1721320217,Industrial,tercero ,Hombre,9.0,9.1,8.8,0.005939599,0
1758792464,Terapia Física,noveno ,Mujer,9.6,8.7,7.3,0.0044539687,0
1774043524,Terapia Física,sexto ,Hombre,9.2,9.7,8.2,0.006505789,0
1715545640,Enfermería,noveno ,Hombre,9.4,9.8,9.4,0.0038414835,0
1773895022,Criminalística y Ciencias Forenses,noveno ,Mujer,9.3,9.3,8.4,0.0061007533,0
1793569350,Energías Renovables,sexto ,Mujer,9.3,9.3,8.7,0.006625939,0
1776821024,Diseño Digital y Producción Audiovisual,undécimo ,Mujer,9.4,9.6,9.4,0.0036996012,0
1712362873,Terapia Física,undécimo ,Mujer,9.3,9.8,8.4,0.0052018343,0
1700007252,Salud Reproductiva y Partería,tercero ,Hombre,8.9,9.2,8.9,0.005273034,0
1746155259,Contaduría,tercero ,Mujer,9.6,8.9,8.7,0.003979855,0
1794187278,Enfermería,undécimo ,Mujer,9.5,9.6,8.8,0.0035169318,0
1722179076,Criminalística y Ciencias Forenses,sexto ,Mujer,8.6,8.1,8.7,0.007800599,0
