promedio,asistencia,reprobadas,semestre,ingreso_familiar,beca,trabaja,horas_trabajo,internet_casa,computadora_propia,deserto,probabilidad_desercion,riesgo
8.4,72,0,9,8340,0,1,31,1,1,0,0.4137719087757788,1
8.7,65,2,5,4263,0,1,52,0,1,1,0.7423686984240387,1
6.39,81,0,7,2618,1,1,33,0,1,1,0.7388948469830826,1
9.47,62,2,8,14902,0,1,45,0,1,0,0.6004045188987139,1
5.51,63,3,8,9157,0,1,30,1,0,1,0.9015465229215226,1
8.14,62,1,4,24464,1,1,31,1,1,0,0.44819120980592053,1
9.3,71,3,5,8124,1,1,50,1,1,1,0.7104714811332457,1
8.93,58,4,10,3886,0,1,32,1,1,0,0.7293733224764571,1
7.84,97,1,8,26861,0,0,0,0,1,0,0.29935208304940664,0
6.52,65,6,4,5064,0,0,0,1,1,1,0.8520710990749243,1
7.02,58,4,6,9152,1,0,0,1,1,0,0.6928169019967966,1
5.97,81,3,9,13211,1,0,0,0,1,0,0.8393211015292388,1
6.04,91,2,9,4889,0,0,0,1,1,0,0.7847904624659524,1
5.54,52,2,6,8410,0,0,0,1,0,0,0.7723561338190305,1
8.92,74,1,4,6297,0,1,11,1,0,0,0.36170266110929544,0
5.25,70,6,5,6989,0,0,0,1,1,1,0.880625915261639,1
6.02,52,4,4,2063,0,1,18,0,1,1,0.8559845077683313,1
9.3,54,1,4,2771,0,0,0,1,0,0,0.3499769244128763,0
7.78,86,2,4,5538,0,1,35,0,0,1,0.6991893112262695,1
9.93,68,1,8,6541,0,1,21,1,1,0,0.3114336023238887,0
9.67,72,2,8,21090,0,0,0,1,0,0,0.19809142602180535,0
7.86,63,4,6,30000,1,0,0,1,0,0,0.46482628444683405,1
8.95,73,1,9,7779,0,1,16,1,1,0,0.34295211769206924,0
5.37,62,3,4,8169,1,1,29,1,1,1,0.8251075061634271,1
7.57,89,2,5,9010,0,1,36,1,1,1,0.5271745756608373,1
10.0,79,2,7,13951,0,1,21,1,1,0,0.14802305105884828,0
7.94,84,3,6,13252,0,1,43,1,1,0,0.7960963095427107,1
7.67,76,1,4,12008,0,1,26,0,1,1,0.42032797723432386,1
10.0,53,1,9,2000,0,0,0,0,1,0,0.321840400237989,0
8.52,100,3,7,6677,0,0,0,1,1,0,0.45045984522907984,1
4.9,62,3,7,9952,1,0,0,1,1,0,0.8600775725358981,1
9.07,73,3,6,10025,0,0,0,0,1,0,0.5615758508777084,1
3.18,59,3,7,14308,0,1,37,0,1,1,0.8925226350446935,1
8.02,72,2,4,30000,0,1,37,0,1,1,0.6090937570985946,1
7.84,61,0,5,13066,0,1,37,0,1,1,0.41733894087938217,1
6.48,79,2,7,6472,0,0,0,1,0,0,0.7145488324450002,1
5.97,95,3,7,12001,0,1,13,0,0,1,0.8315732003991992,1
6.53,65,2,6,5997,0,0,0,1,0,0,0.7969961755984698,1
10.0,71,0,4,19113,0,0,0,0,1,0,0.14446956199507852,0
5.46,77,3,5,4939,1,0,0,1,1,0,0.8753382231199122,1
5.93,70,3,10,15805,0,1,14,1,1,0,0.8450596493943681,1
6.92,83,4,10,2000,0,1,27,1,1,1,0.8024921859186561,1
6.58,94,0,9,9009,0,1,26,1,0,0,0.38257687691994996,0
10.0,48,2,4,3497,0,0,0,1,1,0,0.4283942677152454,1
7.77,91,0,4,21688,0,1,32,1,0,0,0.41972952578467315,1
6.99,65,1,5,3928,1,0,0,1,1,0,0.672495556947502,1
8.44,70,2,9,12741,0,1,13,1,1,0,0.4010583268110747,1
7.74,58,4,5,16908,1,1,40,1,0,1,0.8102839687351825,1
6.95,96,3,5,21877,0,1,33,1,1,1,0.6691188365485039,1
6.76,73,0,5,8641,0,0,0,0,0,0,0.5769129740599336,1
7.01,82,3,8,6143,0,1,41,1,1,1,0.8866048118548118,1
7.02,75,2,6,3368,0,1,45,1,1,0,0.8255551695036991,1
6.58,78,3,9,5963,0,1,24,1,1,1,0.817034253649385,1
7.15,82,1,4,12304,1,1,30,0,0,0,0.6526193337454747,1
9.29,93,0,4,12512,0,0,0,1,1,0,0.027748565461026758,0
5.24,100,2,9,2511,0,0,0,1,1,1,0.8035607132203816,1
7.87,69,1,4,8686,0,0,0,1,1,0,0.3253635220908635,0
8.44,59,3,8,24409,1,0,0,0,0,0,0.412347117565384,1
7.1,89,2,7,13104,0,0,0,1,0,0,0.5769517440063483,1
7.19,83,1,5,29018,0,1,34,1,1,0,0.6024202622694009,1
9.08,76,1,5,6609,0,0,0,0,1,0,0.2683904040744731,0
6.58,99,1,8,7032,1,1,46,1,1,1,0.6082307085586337,1
8.21,57,3,4,4016,0,0,0,1,1,1,0.5640015801772873,1
8.12,46,2,10,10874,1,0,0,1,0,0,0.49920789621911604,1
7.57,78,0,4,10049,0,1,10,0,0,0,0.32116887850018544,0
7.6,76,2,4,2055,1,1,37,1,0,1,0.708466384514179,1
8.58,62,4,7,3848,1,0,0,0,1,0,0.5911710228000191,1
9.59,56,1,4,9635,0,0,0,0,0,0,0.269732779184068,0
5.54,64,2,10,11405,1,1,19,0,0,0,0.8621261433827607,1
8.92,77,1,6,20272,0,0,0,0,0,0,0.24693979581190673,0
6.17,71,6,4,6463,0,1,30,1,0,1,0.8791334511077157,1
5.83,76,0,4,2000,0,1,40,1,0,1,0.8548844415388537,1
7.55,70,3,7,3257,0,0,0,1,1,0,0.7487643832430672,1
7.55,87,1,9,3393,0,0,0,1,1,1,0.496262431112261,1
4.47,71,0,5,5436,0,0,0,1,0,0,0.7718493643160954,1
9.86,69,2,6,4943,1,1,47,1,0,1,0.6356055587858997,1
6.53,56,3,7,9475,0,0,0,0,1,0,0.877274049176807,1
8.34,88,4,7,6201,0,0,0,0,1,0,0.45671938877685797,1
7.88,59,3,8,15801,0,1,24,1,1,0,0.5080360003558536,1
8.22,52,4,5,12218,0,1,25,1,1,1,0.5346690849999676,1
7.39,87,2,6,14803,1,0,0,1,1,0,0.4967271250663825,1
7.75,63,2,9,6635,0,1,30,1,0,1,0.7432969519515571,1
7.38,83,1,9,6739,0,1,16,0,1,1,0.5154200674050416,1
6.7,76,1,6,5420,0,1,22,1,1,0,0.5792867541990069,1
9.04,64,0,10,17651,0,1,15,1,0,0,0.27387011517800486,0
7.5,85,0,4,10580,0,0,0,1,0,0,0.18035941957675575,0
7.81,68,3,9,5002,1,0,0,1,1,0,0.6657701761377485,1
6.34,100,2,9,14912,0,0,0,1,0,0,0.5072607924477945,1
6.23,56,2,7,5073,0,1,39,1,1,1,0.8357150631231514,1
7.53,67,3,8,10678,1,0,0,0,0,1,0.7660215849727858,1
4.99,52,3,4,11629,0,0,0,1,0,0,0.8757512468759084,1
9.54,96,2,9,7681,0,0,0,1,0,0,0.2322701944168662,0
6.64,65,4,8,4235,0,1,34,1,1,1,0.8893018925518926,1
6.74,75,7,7,6093,0,1,32,0,1,1,0.8680167818292819,1
6.45,84,2,7,2872,0,1,20,1,0,1,0.7719207661020278,1
7.45,44,3,4,4737,1,1,30,1,0,0,0.8137715108893515,1
8.07,72,4,9,13617,0,1,44,1,1,0,0.7907454356359156,1
8.37,79,1,6,3587,0,0,0,1,1,0,0.3149123718923421,0
6.18,79,1,7,3833,0,0,0,1,1,0,0.7266471015469328,1
5.47,67,3,4,30000,0,0,0,0,0,0,0.7625280462504246,1
7.02,72,3,7,4257,0,1,45,0,0,1,0.8967143669239256,1
7.03,46,5,5,30000,0,0,0,0,0,1,0.6769602182303421,1
6.06,61,5,8,11827,0,1,22,1,1,1,0.869580265731001,1
9.19,63,2,4,18774,0,1,18,1,1,0,0.4181981153904276,1
5.59,79,0,4,3128,0,0,0,1,0,0,0.73777753331697,1
5.83,54,0,5,7575,0,1,25,0,1,1,0.7805012048495018,1
8.72,66,3,6,3604,0,1,33,1,0,1,0.7426405888476786,1
6.59,49,3,9,4606,1,1,32,1,0,1,0.896638015579192,1
6.91,70,1,4,5030,0,0,0,1,0,0,0.6958754325446073,1
5.86,90,2,7,15606,1,0,0,1,1,0,0.5908347033073593,1
5.23,77,8,4,6813,0,1,31,1,0,1,0.8924649269289362,1
6.04,77,2,6,8632,0,1,31,1,1,1,0.7093220855297094,1
4.5,53,2,5,7108,0,0,0,0,0,0,0.7821291268422172,1
8.34,57,4,4,15315,1,0,0,0,1,0,0.5213233233914351,1
7.66,81,3,6,9341,0,0,0,1,1,0,0.6368965130088684,1
10.0,76,2,5,7384,1,0,0,0,0,0,0.2917737606390858,0
7.06,100,2,5,16345,0,0,0,1,1,0,0.44169559063700353,1
6.33,87,0,7,11709,0,0,0,1,0,1,0.35441743082592303,0
8.79,82,2,5,8944,0,0,0,1,1,0,0.2922292486231457,0
6.36,81,4,10,6109,0,1,48,1,1,1,0.9144358696858697,1
8.77,83,1,5,6777,1,0,0,0,0,0,0.32898448446977857,0
6.41,78,3,10,30000,0,0,0,1,1,0,0.7474616029619563,1
4.32,58,2,4,11504,0,1,45,1,1,1,0.8577373308236309,1
6.65,82,3,10,5171,0,1,27,0,1,1,0.816340444277944,1
6.7,83,0,4,13266,0,1,44,1,0,1,0.6740455577918812,1
8.01,62,1,4,11433,0,1,28,1,1,0,0.4574941221928113,1
6.47,71,4,4,12223,0,1,32,0,1,1,0.8813589196750959,1
7.58,67,5,8,25898,0,1,32,0,1,0,0.7180234206153329,1
7.56,72,1,5,4994,0,0,0,0,1,0,0.6697803056740074,1
5.8,78,1,5,6184,0,0,0,1,1,0,0.6220683827554044,1
5.42,58,5,7,2840,1,1,31,0,0,1,0.9140493881118883,1
6.0,72,2,4,17957,1,0,0,0,0,0,0.6610190728905233,1
4.6,52,4,7,29242,1,1,30,1,1,1,0.8299095528654351,1
7.3,89,0,6,30000,0,0,0,1,0,0,0.2315098569544156,0
8.17,77,4,4,5063,0,1,42,1,0,1,0.6929260793375811,1
6.66,79,3,10,5019,0,0,0,0,1,1,0.8258235516979715,1
6.14,67,1,6,30000,0,1,13,1,1,0,0.5974558181434148,1
5.3,78,2,5,17472,0,0,0,1,0,0,0.6081363190766327,1
8.16,45,1,8,7105,0,1,14,1,1,1,0.3872636345494322,0
8.82,71,3,9,7540,1,0,0,1,0,1,0.47144268081419805,1
3.74,72,3,5,7128,1,1,31,0,0,1,0.8805835232019441,1
10.0,67,2,4,9810,0,0,0,0,1,0,0.3393914273935558,0
9.57,58,2,10,8002,0,0,0,1,0,0,0.3773868994815927,0
6.32,96,1,6,2205,0,1,45,0,1,1,0.6812311918065593,1
7.13,80,1,7,10967,1,1,32,0,0,1,0.7109458441803443,1
7.4,77,6,6,8932,0,0,0,1,0,0,0.7450811680536524,1
7.76,68,2,9,5576,1,0,0,1,1,0,0.6878035249784499,1
6.57,100,2,6,6952,0,1,19,0,1,1,0.6308881437407292,1
7.79,77,0,8,22732,0,1,18,0,0,0,0.3024231327882646,0
8.15,58,2,6,7815,1,1,23,1,0,1,0.4954872010299644,1
10.0,90,2,4,9937,0,0,0,0,0,0,0.17303416580982367,0
7.04,92,3,6,3135,0,1,29,1,1,1,0.775003087882563,1
6.14,54,3,9,4854,0,0,0,0,1,0,0.8789771283226403,1
8.72,95,5,7,6762,1,1,38,1,1,1,0.6231475392383675,1
7.11,75,2,6,9612,0,0,0,1,1,0,0.5836514785625555,1
7.39,94,2,4,2479,0,1,36,1,1,1,0.6101342979327399,1
7.29,65,4,8,12218,0,1,20,0,1,0,0.8259773055872796,1
6.59,92,3,6,24345,1,0,0,0,1,0,0.6216627382823446,1
6.45,57,5,5,6126,0,0,0,0,1,1,0.8765925540780917,1
6.4,58,2,6,4805,0,0,0,1,1,1,0.8033460635712119,1
5.96,69,1,6,5206,0,1,36,1,1,1,0.8350399393455703,1
6.46,65,3,5,6140,0,0,0,0,1,0,0.8703837645016553,1
10.0,56,1,5,18198,1,1,36,1,1,0,0.44167331799700704,1
7.05,64,3,6,7604,0,0,0,1,0,1,0.698044203354265,1
5.92,60,2,4,5239,0,0,0,0,0,1,0.8091640278338045,1
5.59,62,0,5,9153,0,1,15,1,1,1,0.747899500059194,1
9.01,67,5,6,11028,0,1,47,0,0,1,0.7918911807576667,1
6.2,67,5,9,5033,0,1,38,1,1,1,0.8926233349983349,1
7.4,89,1,6,18204,0,1,15,1,1,0,0.32294546803779395,0
4.45,61,1,7,8911,1,1,36,1,0,1,0.8438539167660681,1
3.9,84,2,9,10233,0,1,31,0,1,1,0.8655892387196564,1
7.53,84,3,9,4495,0,1,34,0,1,1,0.7569830259609677,1
4.53,87,1,8,14274,1,0,0,0,0,0,0.6836080129923395,1
7.48,74,2,7,9653,0,1,18,1,0,0,0.5590899852546084,1
8.48,65,3,7,8325,0,0,0,0,1,0,0.5656212928153719,1
5.83,57,0,5,8724,1,1,33,1,1,1,0.772779757308395,1
6.34,89,2,4,6866,0,1,35,0,0,1,0.7772718768159944,1
6.43,75,4,4,17873,0,0,0,1,0,1,0.7735294669855428,1
6.02,67,1,4,15452,0,0,0,0,1,1,0.5995249196041094,1
6.5,54,1,7,3520,1,1,20,1,1,0,0.7638037287574823,1
6.44,82,3,7,19065,0,0,0,1,0,0,0.752527824787613,1
6.76,83,2,4,2000,0,0,0,0,1,1,0.7713863614784993,1
7.19,77,1,9,12227,0,0,0,0,1,0,0.47430367485825414,1
7.9,56,2,6,6743,1,1,36,0,1,1,0.7089400286461047,1
7.83,83,3,7,15668,0,1,35,0,1,1,0.7119585718718846,1
7.2,84,1,4,10814,0,1,27,0,1,0,0.5334038409799917,1
5.91,54,1,9,4660,0,1,19,1,0,1,0.8270196980603833,1
7.88,84,4,4,8085,0,1,34,1,0,1,0.7171510907393263,1
8.34,87,5,5,6269,1,1,52,0,1,1,0.6945780058305986,1
7.33,74,1,6,11881,0,0,0,1,1,0,0.5017911919753048,1
6.54,60,2,6,10816,0,1,51,1,0,1,0.8471225783375549,1
10.0,97,3,7,12569,0,1,39,1,0,1,0.540845152233388,1
3.67,58,2,10,9837,1,1,27,1,0,1,0.8422481978805507,1
8.08,81,1,4,9704,1,1,17,1,1,0,0.1902099231526276,0
7.47,88,1,7,20580,0,1,38,1,1,1,0.5008688472904803,1
9.44,81,4,6,16419,0,1,44,1,1,1,0.6462148172046394,1
9.96,40,0,9,6519,1,0,0,0,1,0,0.24331686858892737,0
8.12,67,3,7,7060,0,1,30,1,0,1,0.6750379727771372,1
6.43,70,4,9,6762,0,0,0,1,1,1,0.8814137127916293,1
8.01,64,2,9,11762,0,0,0,1,1,0,0.5041629319940466,1
5.36,91,5,8,30000,0,1,42,0,1,1,0.8674685277957335,1
7.27,72,2,4,18068,0,1,23,1,1,0,0.5259319464701329,1
5.96,96,2,7,5826,0,1,33,1,0,1,0.8210488173032676,1
7.89,79,0,8,10285,0,0,0,1,1,0,0.19083755490295742,0
4.44,40,3,8,8468,0,0,0,1,0,1,0.8565153355673628,1
6.62,55,3,10,2000,0,0,0,0,0,1,0.8465053742073967,1
7.44,96,3,6,13748,0,0,0,1,1,0,0.6666300053440092,1
6.79,48,4,4,17980,0,0,0,1,1,0,0.7225405202167972,1
6.61,88,3,8,9090,0,1,39,0,0,1,0.8644633769008769,1
5.98,83,1,5,2000,0,1,24,1,1,1,0.7552457281469978,1
6.76,95,1,7,4404,0,1,39,0,1,0,0.6707067205670144,1
9.38,87,2,4,5891,0,0,0,1,1,0,0.35591575410309173,0
6.24,71,3,5,4699,0,1,41,1,1,1,0.9103149305759599,1
5.16,81,0,7,6834,0,1,31,0,0,1,0.8351915449746334,1
5.56,77,0,4,4573,0,1,40,1,0,1,0.8657878975599567,1
6.47,82,0,5,2834,1,0,0,1,1,0,0.628749058954517,1
8.2,57,2,4,11551,0,1,33,1,1,0,0.6075227264565496,1
6.73,79,0,9,11957,0,0,0,1,1,0,0.33344575132149984,0
8.33,100,2,8,5348,0,0,0,1,1,0,0.44290550741003587,1
9.26,76,2,7,4723,0,0,0,1,1,0,0.38546880403447004,0
5.79,73,3,6,12255,0,1,37,0,0,1,0.9138011171834701,1
7.48,81,3,10,2650,0,0,0,1,0,0,0.6972915618150911,1
6.68,91,2,5,9030,1,1,28,1,0,0,0.5898471373397846,1
8.56,61,7,8,3302,0,1,38,1,0,1,0.7201901376057726,1
8.39,59,0,4,2454,0,0,0,1,1,0,0.3840958525503767,0
7.72,84,2,7,2966,0,1,41,0,0,1,0.7138423492357318,1
5.42,77,0,5,29170,0,1,21,1,1,0,0.7926050134183845,1
6.6,74,1,4,4378,0,1,46,1,0,1,0.8771260814456445,1
6.99,75,4,9,11559,0,1,27,1,0,1,0.7762121485111037,1
7.0,51,2,5,12587,0,1,12,0,0,1,0.7719215773605473,1
6.17,64,1,10,2000,0,0,0,1,0,0,0.749757493696979,1
7.51,79,5,7,3743,0,0,0,1,1,1,0.6888294353364327,1
7.79,90,2,7,5802,0,1,20,1,1,1,0.4361202763356657,1
7.61,76,1,7,2806,0,0,0,0,1,0,0.5730293469387512,1
5.93,84,1,10,30000,0,1,36,1,0,0,0.7557882597386275,1
6.52,81,3,5,12060,0,1,25,1,0,0,0.8203720102266157,1
5.34,65,2,10,13259,0,1,28,1,1,1,0.903241037277995,1
6.0,57,1,5,10112,1,1,32,1,0,1,0.7540566287642525,1
8.05,87,3,4,5669,0,0,0,0,1,1,0.48284287180842256,1
6.79,63,2,10,26484,0,1,20,0,1,0,0.6700406444518678,1
6.85,58,3,4,11259,0,1,10,0,0,1,0.7900521828661531,1
8.75,68,1,6,4369,0,1,36,1,0,1,0.6479059587434837,1
6.24,46,4,9,15860,0,1,27,1,1,1,0.8267799134345188,1
7.13,60,3,5,5019,0,1,51,1,1,1,0.8815763003336536,1
4.87,58,3,8,5754,1,1,25,1,1,1,0.9105084720276281,1
8.51,91,1,7,2750,0,0,0,0,1,0,0.31611959868643075,0
6.84,70,2,8,3206,1,0,0,0,1,1,0.8029612067773167,1
8.33,77,1,4,13468,0,1,26,1,1,0,0.25742251442620445,0
8.29,82,2,8,3412,1,0,0,0,0,0,0.4018968151946094,1
7.05,82,4,9,7522,0,0,0,1,1,0,0.7379582260174289,1
7.96,96,3,4,8919,0,1,24,1,0,1,0.46415455162873054,1
4.9,76,1,10,14494,1,1,26,1,1,0,0.8380106005106002,1
6.29,85,3,10,3688,1,1,36,0,0,1,0.882719801032301,1
4.2,62,3,5,2000,0,1,23,1,0,1,0.8660635468664881,1
8.61,65,1,10,8851,0,1,34,0,1,1,0.5391816092619109,1
8.04,77,3,10,9966,0,1,16,0,0,1,0.48717895029713426,1
9.29,66,2,4,18193,0,0,0,1,0,0,0.33096808502204594,0
9.18,76,0,8,4139,0,1,32,1,0,0,0.40928070994790955,1
9.52,67,1,10,2047,0,1,23,0,1,1,0.45637113708519683,1
6.83,82,1,9,8631,0,1,23,1,0,0,0.3455676618702935,0
4.85,74,2,4,10637,0,0,0,1,1,0,0.754511232785524,1
6.51,66,5,6,7856,1,1,43,1,0,1,0.8923066434489071,1
10.0,74,2,7,10382,0,1,15,0,0,0,0.29463031580562543,0
7.98,72,1,6,5187,0,1,16,0,0,0,0.5686392855389104,1
8.93,83,3,6,17053,0,0,0,0,1,0,0.3059871589667643,0
8.32,85,4,4,24176,0,1,26,1,1,0,0.3648721958296262,0
8.04,58,2,4,5776,1,1,29,1,0,1,0.660156086422,1
6.64,91,2,5,11714,0,0,0,1,0,0,0.6789485862291401,1
5.41,72,3,6,12893,0,0,0,1,1,0,0.9004153120075433,1
8.5,68,4,7,10995,0,0,0,0,0,0,0.5612354626012926,1
5.74,80,2,10,3168,0,0,0,1,1,0,0.8328315269370534,1
9.68,86,3,4,15050,0,0,0,1,0,0,0.26375793615569165,0
8.0,67,4,5,6288,0,0,0,1,0,1,0.6376597749419424,1
8.17,72,1,9,11225,0,1,36,1,1,0,0.49490586376651124,1
7.17,57,3,9,8162,0,1,35,1,0,1,0.7982079964650296,1
4.52,84,6,4,16750,0,1,38,0,1,1,0.8929306375813728,1
5.78,79,2,7,8897,0,1,49,0,0,1,0.8491766823218057,1
8.6,78,3,4,7988,1,0,0,1,1,0,0.4636767433890499,1
5.2,71,0,10,13807,0,1,28,1,1,1,0.8114371836239096,1
5.28,77,4,5,8480,0,1,44,1,1,1,0.9119894896769897,1
9.44,49,1,7,2539,0,0,0,1,0,0,0.37565436910870326,0
3.91,75,1,6,4172,0,0,0,1,1,0,0.7960118312601686,1
7.01,100,1,6,5573,0,0,0,0,1,0,0.5000681599317435,1
7.69,61,0,5,10432,1,1,36,1,1,1,0.4218153548807572,1
10.0,81,1,5,25785,0,0,0,1,1,0,0.06969059893457524,0
8.78,40,3,5,11481,0,1,13,1,0,1,0.592365513571396,1
7.83,75,3,7,5572,0,0,0,1,1,1,0.5538817414539479,1
4.43,63,3,6,2552,0,1,10,1,1,1,0.8854867200826878,1
6.72,80,3,7,5139,0,1,32,1,0,0,0.8825397527309291,1
4.49,51,1,7,3576,0,0,0,1,1,0,0.8506749705890195,1
7.56,61,2,7,5516,1,1,35,1,1,1,0.7132996649248584,1
4.99,62,1,10,5325,0,1,54,1,0,1,0.9105578390262989,1
8.68,74,0,7,6401,1,1,27,1,1,1,0.34342990819809716,0
8.12,81,1,7,2876,0,1,19,0,0,0,0.4966555864044423,1
6.3,67,1,7,4558,0,1,33,0,1,0,0.7973520750083248,1
7.79,70,2,7,5097,0,0,0,0,1,0,0.70905603122125,1
7.48,71,2,6,2695,0,0,0,1,0,0,0.7293719668861072,1
7.31,91,4,5,30000,0,1,27,0,0,0,0.6675584832721982,1
7.16,70,5,7,19392,0,0,0,1,0,0,0.629265701512185,1
8.28,86,3,5,12564,0,1,19,1,0,1,0.3603953018945281,0
7.25,71,2,7,19108,0,1,25,1,1,0,0.5400841591095749,1
6.56,72,1,9,16933,0,0,0,1,1,0,0.5129007841255419,1
7.72,67,2,9,8788,0,0,0,1,1,0,0.651092712336268,1
6.06,75,3,8,5854,0,1,34,0,1,1,0.9033757367073935,1
9.04,59,1,5,30000,0,0,0,1,1,0,0.25343176372470305,0
8.42,66,1,4,15996,0,1,10,1,1,0,0.312935088190541,0
3.97,72,0,5,12432,1,0,0,1,1,0,0.7547286960939245,1
6.69,73,6,7,11440,0,1,53,1,0,1,0.9023962087748852,1
6.95,88,3,4,2000,0,1,12,0,0,1,0.7377969563893575,1
7.03,72,2,4,21467,0,0,0,0,0,0,0.6135089215179386,1
7.9,83,4,10,20080,0,1,49,0,1,0,0.7341475563909774,1
9.19,98,3,5,8343,1,1,39,0,1,0,0.5497944504841563,1
9.43,76,3,4,3285,0,0,0,0,1,0,0.46691881373270705,1
4.13,67,4,6,3935,0,1,27,1,0,1,0.9094717508798391,1
8.51,65,2,8,8210,0,1,39,0,0,0,0.6381824371234202,1
4.23,100,1,6,9196,0,0,0,1,1,0,0.6304974378390787,1
8.76,52,0,4,4121,0,1,28,1,1,0,0.48339996705715116,1
7.83,79,1,6,16121,0,0,0,1,1,0,0.16975404249730275,0
5.89,71,1,4,3800,0,0,0,1,0,0,0.7442285895799958,1
6.39,94,0,8,8441,0,1,31,1,0,1,0.4089193082244554,1
6.39,79,3,10,5965,0,0,0,0,1,1,0.8344729371164743,1
9.03,74,1,4,16597,1,1,31,1,1,1,0.42011626784901274,1
6.25,62,2,7,11542,0,1,21,0,1,1,0.763833155453937,1
6.49,61,4,9,5815,0,1,25,0,1,1,0.8770681985056983,1
7.77,70,3,7,2388,0,1,44,1,0,1,0.8407032697694463,1
9.69,60,0,4,9609,0,1,43,1,1,1,0.42120213038595394,1
6.23,93,0,4,29332,0,0,0,1,1,0,0.2696540131086378,0
7.56,60,0,6,12766,0,1,30,0,1,0,0.4865371135142808,1
6.0,95,3,4,3881,1,1,45,1,1,1,0.8401499521010394,1
8.72,70,0,9,7396,0,0,0,1,0,0,0.25375716108441737,0
5.33,93,3,6,11944,0,1,39,1,0,1,0.9332727619602619,1
7.73,78,1,5,20460,0,0,0,1,0,0,0.3340559167097614,0
7.76,66,3,8,16200,0,0,0,1,1,0,0.5990059289910296,1
6.54,80,3,5,8760,0,1,34,1,1,1,0.8393243215118216,1
8.91,80,1,6,11006,0,1,23,1,1,0,0.171401395598429,0
10.0,92,2,6,6743,0,1,52,0,0,1,0.5192143881101703,1
7.15,53,4,4,8858,0,1,21,0,0,1,0.7560430927799631,1
7.65,77,3,9,23147,0,1,38,1,0,0,0.7220969104424985,1
7.44,95,5,8,21688,0,1,29,1,1,1,0.6290834368636476,1
8.97,96,4,5,3587,1,0,0,1,0,0,0.42221236969514836,1
8.4,58,1,6,10035,0,1,44,1,1,0,0.5567938352721297,1
7.26,87,1,5,10243,1,1,31,1,0,1,0.6514910619780975,1
7.03,90,2,10,3734,0,1,26,1,0,1,0.6717412060939015,1
5.96,94,2,7,3606,1,0,0,0,1,1,0.7751947785314529,1
6.72,89,1,10,14293,0,1,26,1,1,1,0.31771681853185946,0
7.16,74,1,8,2791,1,0,0,1,1,0,0.758006194195253,1
9.74,63,2,8,5648,1,1,21,0,1,0,0.5234351577687879,1
8.48,70,6,5,4217,0,1,10,0,0,1,0.6606734841955431,1
3.82,52,0,9,2000,1,0,0,0,0,1,0.8387940936505305,1
6.32,90,2,5,4856,0,1,42,1,0,1,0.8148847100611805,1
9.03,77,1,9,4159,1,0,0,1,0,0,0.3524960646396575,0
8.89,82,0,8,16859,0,0,0,1,1,0,0.05525197643773495,0
4.38,100,1,6,7375,0,1,33,1,1,1,0.8024206047435536,1
6.96,83,1,4,29435,0,0,0,1,0,0,0.3971198755553762,0
9.58,64,2,7,6024,0,1,15,1,1,0,0.46869621824679153,1
6.02,59,3,7,23453,0,0,0,1,1,0,0.7318409113704155,1
6.49,61,4,8,6807,0,0,0,0,1,0,0.8796416392521771,1
7.27,78,0,4,10052,0,1,31,1,1,1,0.32151245774162723,0
5.53,71,1,5,5353,0,0,0,1,1,0,0.7429519978745995,1
8.78,79,1,7,2428,0,0,0,1,0,0,0.37913253114129913,0
7.41,65,2,9,8221,0,1,28,0,1,1,0.7025332922133128,1
7.43,88,4,5,5291,0,1,32,0,1,1,0.8010626989567544,1
6.08,45,0,9,8672,0,1,16,1,1,0,0.6651492053912719,1
8.75,62,2,10,17281,0,1,45,1,0,1,0.6882176154598751,1
6.58,100,2,4,7791,0,1,28,1,1,0,0.5390765441988354,1
5.88,87,3,8,5176,0,0,0,1,0,0,0.8838040386757889,1
6.86,88,1,6,4024,1,0,0,0,1,0,0.668969640207532,1
5.06,80,3,4,2418,0,0,0,0,1,1,0.8660319663796071,1
6.22,83,3,5,14035,1,1,31,0,1,1,0.8646338714834562,1
10.0,69,4,6,16025,0,1,38,0,1,1,0.6500794511001557,1
5.88,64,2,4,5906,0,1,26,0,1,1,0.8401468226034787,1
5.71,96,4,8,13511,0,1,23,1,0,1,0.8795482988803422,1
7.13,59,0,6,6447,0,0,0,0,0,0,0.6198508154520657,1
7.61,92,1,5,10050,0,0,0,1,1,0,0.23575412063101073,0
7.76,44,1,9,3103,1,1,41,1,0,1,0.7674595153018562,1
7.49,71,3,10,23864,0,1,25,1,1,1,0.6413156575947496,1
4.51,71,0,6,5564,1,1,30,0,1,1,0.8962881127300629,1
6.38,63,1,5,4326,0,0,0,1,1,1,0.693787136622161,1
3.66,58,1,7,22410,1,1,25,1,1,1,0.8406239637770212,1
8.2,77,3,6,4457,0,0,0,1,1,1,0.44146544511165325,1
7.75,86,2,9,30000,0,1,13,1,1,0,0.34549896959578613,0
8.4,63,1,5,6078,1,0,0,0,1,0,0.39886628094987253,0
4.7,81,4,4,4528,1,0,0,1,1,1,0.8716494985532853,1
3.94,61,1,4,8167,0,1,34,1,1,1,0.8524777417285153,1
7.21,69,3,4,8841,0,0,0,1,1,0,0.6890901497758491,1
5.54,74,4,4,5357,0,1,33,0,1,1,0.8988698899140077,1
5.25,100,5,10,10335,0,1,37,1,1,1,0.8697133271140625,1
